Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=100, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NPOLL	ERR1	VPOLL	ERR2	SDS1	ERR3	VFSD1	ERR4	VMSD1	ERR5	SDS2	ERR6	VFSD2	ERR7	VMSD2	ERR8
0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	0.827	0.009	0.192	0.005	7.906	0.091	14187.013	317.643	15.654	0.514	0.077	0.003	0.906	0.074	0.414	0.059
2	0.838	0.009	0.212	0.005	11.324	0.123	29804.262	618.917	35.279	0.919	0.118	0.003	2.593	0.129	0.203	0.016
3	0.838	0.008	0.229	0.005	14.496	0.156	49532.398	1015.692	63.972	1.442	0.164	0.003	4.091	0.183	0.503	0.025
4	0.829	0.009	0.251	0.005	17.011	0.186	71980.703	1553.124	104.749	2.035	0.201	0.003	5.550	0.184	1.412	0.067
5	0.811	0.010	0.266	0.005	18.777	0.215	95027.000	2207.192	156.188	2.691	0.204	0.003	5.959	0.173	1.797	0.072
6	0.789	0.010	0.271	0.005	19.898	0.230	117969.289	2798.867	213.677	2.983	0.190	0.003	5.850	0.177	1.527	0.062
7	0.776	0.011	0.269	0.005	20.974	0.256	144959.344	3617.381	269.944	3.519	0.181	0.002	5.938	0.193	1.447	0.058
8	0.761	0.011	0.268	0.006	22.041	0.279	175602.219	4544.625	329.035	3.979	0.174	0.002	6.073	0.186	1.426	0.060
9	0.746	0.011	0.270	0.005	22.853	0.292	206193.797	5441.664	390.383	4.368	0.163	0.002	5.856	0.155	1.303	0.051
10	0.738	0.011	0.272	0.005	23.672	0.296	239998.359	6387.765	451.299	4.868	0.153	0.002	5.420	0.157	1.261	0.049
11	0.726	0.011	0.269	0.005	24.435	0.316	275665.500	7696.717	512.459	5.668	0.143	0.002	5.293	0.151	1.095	0.041
12	0.715	0.012	0.268	0.005	25.260	0.342	315313.469	9074.245	575.723	6.189	0.132	0.001	4.858	0.120	0.960	0.035
13	0.707	0.012	0.264	0.005	26.093	0.370	358270.156	10706.541	637.626	6.783	0.126	0.002	4.702	0.129	0.943	0.041
14	0.695	0.012	0.268	0.005	26.865	0.382	400604.469	12027.440	707.515	7.134	0.120	0.002	4.558	0.120	0.872	0.034
15	0.687	0.011	0.268	0.004	27.845	0.409	452191.406	13829.427	780.054	7.302	0.117	0.001	4.450	0.119	0.827	0.029
16	0.680	0.012	0.268	0.005	28.568	0.431	498213.406	15605.102	849.671	8.246	0.107	0.001	3.954	0.111	0.733	0.031
17	0.678	0.013	0.260	0.005	29.537	0.474	558035.875	18413.947	918.871	9.080	0.101	0.001	3.660	0.099	0.696	0.025
18	0.673	0.013	0.264	0.005	30.359	0.510	612504.188	20823.227	992.453	9.674	0.100	0.001	3.761	0.120	0.702	0.027
19	0.674	0.014	0.261	0.005	31.462	0.547	679475.250	23635.176	1064.875	10.548	0.095	0.001	3.465	0.109	0.674	0.027
20	0.664	0.013	0.264	0.005	31.890	0.566	721644.938	25661.070	1121.343	10.323	0.091	0.001	3.318	0.099	0.608	0.028
21	0.658	0.013	0.260	0.004	32.397	0.586	766254.375	28056.996	1155.526	10.375	0.090	0.001	3.246	0.100	0.619	0.024
22	0.649	0.013	0.264	0.004	32.663	0.598	798884.000	29890.617	1189.655	9.920	0.087	0.001	3.169	0.099	0.619	0.025
23	0.642	0.013	0.264	0.004	33.097	0.624	841197.062	32155.068	1221.895	9.605	0.084	0.001	3.084	0.081	0.577	0.022
24	0.644	0.013	0.260	0.004	33.902	0.651	902489.438	34820.211	1253.218	9.427	0.082	0.001	2.861	0.076	0.579	0.022
25	0.639	0.013	0.262	0.004	34.250	0.675	940120.812	37173.191	1289.048	9.742	0.081	0.001	2.879	0.079	0.591	0.023
26	0.640	0.013	0.261	0.004	34.977	0.683	992821.938	38642.387	1327.971	9.421	0.079	0.001	2.788	0.091	0.580	0.027
27	0.642	0.014	0.258	0.005	35.548	0.730	1046523.750	42857.641	1354.364	10.232	0.076	0.001	2.586	0.070	0.595	0.024
28	0.651	0.015	0.249	0.006	36.629	0.796	1131486.500	48962.453	1373.651	12.152	0.075	0.001	2.491	0.073	0.586	0.019
29	0.663	0.016	0.245	0.006	37.747	0.832	1218168.750	52833.203	1392.873	13.427	0.075	0.001	2.605	0.074	0.594	0.026
30	0.665	0.016	0.244	0.006	38.392	0.857	1219681.875	64716.340	1416.419	14.539	0.073	0.001	2.412	0.070	0.603	0.024
31	0.660	0.015	0.245	0.006	38.741	0.864	1213326.000	73281.477	1446.692	14.384	0.073	0.001	2.455	0.071	0.614	0.028
32	0.656	0.015	0.246	0.005	38.948	0.874	1141435.375	87668.719	1469.076	13.962	0.072	0.001	2.353	0.076	0.625	0.025
33	0.647	0.014	0.250	0.005	38.952	0.884	1109306.500	93036.555	1495.182	13.446	0.070	0.001	2.347	0.065	0.579	0.024
34	0.653	0.015	0.249	0.005	39.512	0.883	1062694.000	104397.438	1515.606	13.392	0.070	0.001	2.340	0.069	0.629	0.027
35	0.656	0.015	0.248	0.005	39.948	0.885	1000590.250	113216.531	1529.184	13.821	0.070	0.001	2.232	0.060	0.644	0.029
36	0.652	0.014	0.251	0.005	39.926	0.876	1007092.938	111106.539	1550.838	13.576	0.071	0.001	2.358	0.071	0.670	0.031
37	0.648	0.014	0.250	0.005	40.007	0.886	874740.188	121605.742	1562.922	13.537	0.071	0.001	2.336	0.062	0.693	0.027
38	0.648	0.014	0.250	0.005	40.103	0.893	897429.438	121767.656	1575.244	13.166	0.069	0.001	2.212	0.058	0.682	0.028
39	0.648	0.013	0.251	0.005	40.382	0.843	979810.062	114485.898	1593.990	13.128	0.069	0.001	2.153	0.068	0.725	0.030
40	0.669	0.014	0.246	0.005	41.830	0.832	946176.938	124616.992	1602.200	13.681	0.068	0.001	2.132	0.060	0.676	0.029
41	0.672	0.014	0.244	0.005	42.230	0.835	941300.312	128640.328	1610.541	13.872	0.067	0.001	2.077	0.057	0.676	0.029
42	0.670	0.014	0.246	0.005	42.315	0.848	865233.125	133185.797	1619.854	14.060	0.069	0.001	2.185	0.060	0.719	0.030
43	0.668	0.013	0.246	0.005	42.497	0.842	926779.125	130823.727	1633.900	13.714	0.067	0.001	2.141	0.059	0.686	0.028
44	0.658	0.013	0.250	0.004	42.075	0.830	993380.625	125115.633	1648.252	13.320	0.065	0.001	2.019	0.055	0.712	0.034
45	0.658	0.013	0.249	0.004	42.116	0.840	969257.062	126058.953	1650.677	13.151	0.067	0.001	2.120	0.054	0.710	0.029
46	0.648	0.013	0.250	0.004	41.766	0.841	851481.188	131496.781	1659.887	12.839	0.067	0.001	2.097	0.060	0.720	0.033
47	0.650	0.011	0.254	0.004	42.056	0.767	998045.938	124919.781	1677.746	11.370	0.067	0.001	2.091	0.062	0.746	0.031
48	0.652	0.011	0.254	0.004	42.292	0.727	968273.125	127113.008	1689.064	10.746	0.066	0.001	2.027	0.058	0.754	0.034
49	0.650	0.011	0.256	0.004	42.208	0.720	1016545.438	123248.320	1695.154	9.990	0.066	0.001	2.026	0.062	0.717	0.029
50	0.646	0.011	0.256	0.004	42.118	0.720	961268.062	125241.070	1702.494	10.515	0.065	0.001	1.980	0.057	0.724	0.032
51	0.644	0.011	0.257	0.004	42.045	0.721	953935.250	126192.609	1708.123	10.414	0.067	0.001	2.130	0.061	0.778	0.031
52	0.641	0.012	0.254	0.004	42.068	0.764	908017.375	128168.984	1706.197	11.814	0.066	0.001	2.054	0.051	0.744	0.031
53	0.640	0.012	0.256	0.004	41.967	0.763	909350.938	129248.133	1710.311	11.638	0.067	0.001	2.075	0.057	0.805	0.036
54	0.632	0.012	0.256	0.004	41.380	0.756	911237.188	128186.000	1714.028	11.500	0.068	0.001	2.117	0.055	0.826	0.032
55	0.625	0.011	0.260	0.004	41.003	0.757	884822.312	128030.453	1719.645	11.167	0.066	0.001	2.071	0.066	0.817	0.034
56	0.625	0.012	0.257	0.004	40.964	0.789	853400.250	126828.852	1715.152	11.946	0.066	0.001	2.043	0.059	0.816	0.032
57	0.624	0.013	0.257	0.005	41.002	0.814	820894.375	127406.414	1716.052	13.258	0.065	0.001	1.974	0.055	0.781	0.032
58	0.615	0.012	0.257	0.004	40.515	0.802	952834.062	115958.930	1718.392	13.085	0.066	0.001	2.060	0.057	0.850	0.037
59	0.609	0.012	0.259	0.004	40.179	0.803	926773.250	116028.766	1716.070	13.218	0.065	0.001	1.961	0.054	0.794	0.030
60	0.605	0.011	0.264	0.004	39.808	0.726	978313.812	111668.102	1727.779	10.751	0.065	0.001	1.961	0.055	0.846	0.030
61	0.595	0.011	0.264	0.003	39.289	0.729	987135.125	106652.695	1730.644	10.356	0.066	0.001	2.058	0.060	0.843	0.039
62	0.592	0.011	0.263	0.003	39.150	0.733	1016114.062	104213.922	1730.411	10.485	0.065	0.001	1.905	0.051	0.834	0.034
63	0.595	0.013	0.263	0.004	39.280	0.794	926475.938	113195.578	1722.037	12.398	0.065	0.001	1.929	0.054	0.828	0.036
64	0.588	0.012	0.261	0.004	39.006	0.783	913620.062	113802.297	1726.552	11.637	0.066	0.001	2.020	0.064	0.860	0.040
65	0.582	0.012	0.262	0.004	38.687	0.793	933236.562	110343.070	1726.237	11.633	0.066	0.001	1.991	0.053	0.876	0.036
66	0.578	0.012	0.265	0.004	38.247	0.776	988252.188	102148.633	1724.248	11.259	0.066	0.001	1.989	0.057	0.856	0.040
67	0.573	0.013	0.264	0.004	37.930	0.780	1058656.250	91551.203	1721.195	11.357	0.066	0.001	1.980	0.061	0.848	0.040
68	0.566	0.013	0.264	0.003	37.495	0.797	984858.188	96170.062	1717.340	11.938	0.065	0.001	1.962	0.055	0.865	0.036
69	0.559	0.012	0.267	0.003	36.986	0.747	1037862.250	87820.148	1717.982	10.935	0.064	0.001	1.859	0.058	0.863	0.038
70	0.555	0.012	0.269	0.003	36.627	0.734	1111538.625	73222.406	1713.721	10.928	0.066	0.001	1.990	0.060	0.879	0.033
71	0.551	0.012	0.269	0.003	36.401	0.732	1092103.500	72538.859	1714.078	11.312	0.067	0.001	2.000	0.053	0.941	0.037
72	0.545	0.012	0.269	0.003	36.028	0.755	1071103.750	69972.516	1707.299	12.264	0.065	0.001	1.953	0.059	0.898	0.042
73	0.544	0.012	0.268	0.003	35.794	0.746	1054575.750	70061.180	1700.934	12.658	0.065	0.001	1.916	0.056	0.843	0.036
74	0.545	0.013	0.267	0.004	35.744	0.792	1011930.375	72765.172	1693.539	13.325	0.065	0.001	1.919	0.049	0.886	0.033
75	0.543	0.014	0.262	0.004	35.759	0.841	972420.812	73985.352	1684.193	14.581	0.066	0.001	1.964	0.053	0.867	0.033
76	0.539	0.014	0.261	0.004	35.563	0.894	1005626.812	69266.344	1677.071	15.301	0.066	0.001	1.975	0.060	0.888	0.040
77	0.534	0.014	0.262	0.004	35.262	0.885	983996.938	69396.328	1675.462	15.111	0.066	0.001	1.957	0.052	0.857	0.032
78	0.536	0.014	0.263	0.004	35.298	0.867	1025132.500	64935.457	1676.283	14.338	0.066	0.001	1.946	0.052	0.853	0.034
79	0.525	0.014	0.263	0.003	34.550	0.877	981818.312	64451.414	1664.039	15.265	0.067	0.001	2.029	0.067	0.882	0.040
80	0.522	0.014	0.265	0.003	34.305	0.868	964910.250	64636.234	1660.833	14.785	0.065	0.001	1.873	0.057	0.853	0.038
81	0.526	0.015	0.260	0.004	34.557	0.926	900647.625	73180.844	1650.777	15.375	0.067	0.001	1.976	0.055	0.930	0.042
82	0.525	0.015	0.260	0.004	34.493	0.948	844994.062	79198.352	1645.222	15.523	0.066	0.001	1.919	0.056	0.881	0.032
83	0.521	0.015	0.259	0.004	34.150	0.952	821616.625	79589.477	1635.380	15.440	0.066	0.001	1.961	0.058	0.890	0.039
84	0.524	0.016	0.257	0.004	34.270	0.985	830561.188	77596.820	1629.020	15.799	0.067	0.001	1.989	0.061	0.898	0.041
85	0.520	0.016	0.257	0.005	33.987	0.993	810228.938	77808.578	1621.774	16.259	0.066	0.001	1.919	0.054	0.864	0.033
86	0.520	0.016	0.257	0.005	33.883	0.993	748227.375	83748.789	1615.642	16.472	0.065	0.001	1.904	0.059	0.889	0.040
87	0.513	0.016	0.256	0.004	33.585	0.986	727486.188	84104.289	1612.806	16.278	0.065	0.001	1.861	0.049	0.824	0.035
88	0.517	0.015	0.260	0.004	33.709	0.981	736923.625	83397.891	1615.438	15.384	0.065	0.001	1.872	0.052	0.854	0.035
89	0.514	0.015	0.261	0.004	33.651	0.979	731446.250	83785.859	1617.532	15.206	0.065	0.001	1.844	0.062	0.881	0.044
90	0.514	0.015	0.263	0.004	33.714	0.949	728771.375	84116.156	1625.755	14.565	0.066	0.001	1.887	0.056	0.901	0.036
91	0.509	0.014	0.263	0.004	33.459	0.941	709085.125	85211.555	1626.321	14.537	0.066	0.001	1.943	0.052	0.865	0.038
92	0.507	0.014	0.264	0.003	33.381	0.925	799419.750	75388.930	1630.617	14.256	0.066	0.001	1.920	0.060	0.892	0.041
93	0.501	0.014	0.262	0.003	33.139	0.920	735427.125	80055.094	1630.137	14.316	0.065	0.001	1.853	0.050	0.863	0.039
94	0.510	0.015	0.262	0.004	33.599	0.944	765255.188	81719.109	1630.450	13.811	0.067	0.001	1.949	0.065	0.886	0.043
95	0.507	0.014	0.263	0.004	33.451	0.924	750831.125	82020.109	1634.780	13.657	0.066	0.001	1.913	0.060	0.813	0.034
96	0.509	0.015	0.263	0.004	33.471	0.936	751047.938	84024.688	1632.755	13.735	0.066	0.001	1.854	0.054	0.873	0.035
97	0.497	0.014	0.263	0.003	32.646	0.921	750104.062	77959.945	1620.685	14.859	0.066	0.001	1.842	0.053	0.903	0.040
98	0.494	0.014	0.267	0.003	32.295	0.881	763148.938	75148.328	1617.430	15.141	0.066	0.001	1.901	0.057	0.908	0.039
99	0.495	0.013	0.266	0.003	32.332	0.872	761349.125	74983.094	1618.285	15.422	0.064	0.001	1.743	0.048	0.825	0.033
100	0.493	0.014	0.265	0.004	32.079	0.913	750348.000	73898.625	1603.595	16.343	0.065	0.001	1.839	0.055	0.846	0.038
101	0.487	0.014	0.266	0.004	31.814	0.919	775538.625	69257.930	1600.324	16.971	0.065	0.001	1.812	0.054	0.777	0.033
102	0.481	0.014	0.266	0.003	31.407	0.912	751698.000	69245.500	1594.044	17.421	0.063	0.001	1.698	0.054	0.797	0.037
103	0.478	0.014	0.265	0.003	31.255	0.913	739162.750	70111.852	1591.482	17.265	0.065	0.001	1.838	0.064	0.865	0.050
104	0.475	0.015	0.263	0.004	31.084	0.948	773744.375	66792.844	1580.376	18.024	0.065	0.001	1.790	0.055	0.844	0.037
105	0.477	0.015	0.263	0.004	31.110	0.975	826857.750	62428.574	1573.287	18.581	0.064	0.001	1.739	0.051	0.801	0.040
106	0.475	0.015	0.263	0.004	30.933	0.963	814488.938	61419.199	1571.423	18.510	0.062	0.001	1.646	0.055	0.739	0.031
107	0.474	0.015	0.264	0.004	30.895	0.976	812298.250	62457.992	1566.921	18.579	0.065	0.001	1.795	0.057	0.823	0.039
108	0.468	0.015	0.262	0.003	30.650	0.961	793311.375	61616.020	1567.267	18.629	0.063	0.001	1.698	0.054	0.750	0.033
109	0.468	0.014	0.264	0.003	30.666	0.952	794138.000	62010.449	1571.918	17.741	0.065	0.001	1.763	0.050	0.780	0.037
110	0.463	0.013	0.265	0.003	30.248	0.890	762821.188	58715.746	1572.821	16.934	0.065	0.001	1.776	0.056	0.828	0.038
111	0.459	0.014	0.264	0.003	29.963	0.908	705973.938	64483.180	1565.228	16.869	0.066	0.001	1.785	0.055	0.818	0.034
112	0.449	0.013	0.266	0.003	29.277	0.867	663952.625	61184.883	1555.873	17.197	0.064	0.001	1.688	0.053	0.787	0.036
113	0.445	0.013	0.268	0.003	28.946	0.856	696946.875	54553.172	1549.209	17.260	0.064	0.001	1.689	0.057	0.757	0.037
114	0.450	0.015	0.261	0.004	29.375	0.943	671794.500	62447.570	1544.230	17.768	0.063	0.001	1.661	0.053	0.746	0.032
115	0.448	0.014	0.262	0.004	29.182	0.935	657714.812	62363.840	1539.170	18.280	0.063	0.001	1.637	0.047	0.739	0.032
116	0.451	0.015	0.263	0.004	29.286	0.952	656426.562	62823.270	1535.247	18.135	0.065	0.001	1.675	0.052	0.760	0.035
117	0.445	0.014	0.262	0.004	28.955	0.931	635003.062	61847.109	1531.306	18.020	0.065	0.001	1.710	0.059	0.796	0.043
118	0.448	0.014	0.264	0.004	29.177	0.944	643265.312	63604.449	1532.537	18.239	0.064	0.001	1.705	0.062	0.781	0.046
119	0.441	0.014	0.261	0.003	28.766	0.931	677390.625	57285.762	1524.136	18.423	0.065	0.001	1.749	0.060	0.743	0.040
120	0.439	0.013	0.265	0.003	28.532	0.908	664245.625	56165.078	1523.443	18.993	0.064	0.001	1.649	0.054	0.774	0.035
121	0.432	0.014	0.261	0.004	28.084	0.924	640251.375	56842.094	1505.336	19.076	0.066	0.001	1.737	0.058	0.768	0.037
122	0.425	0.014	0.261	0.004	27.634	0.934	620675.812	56367.414	1491.468	20.559	0.063	0.001	1.625	0.056	0.726	0.038
123	0.422	0.014	0.259	0.004	27.405	0.920	607927.000	55312.945	1488.403	20.824	0.063	0.001	1.609	0.056	0.687	0.037
124	0.418	0.013	0.261	0.003	27.081	0.908	636152.812	48982.000	1480.971	21.528	0.063	0.001	1.632	0.056	0.725	0.036
125	0.422	0.014	0.262	0.004	27.248	0.925	644370.500	49495.793	1481.919	21.740	0.063	0.001	1.596	0.052	0.684	0.033
126	0.418	0.013	0.261	0.003	26.999	0.894	627039.938	46631.430	1481.250	21.987	0.063	0.001	1.563	0.047	0.725	0.035
127	0.420	0.013	0.261	0.003	27.217	0.878	631983.188	45944.738	1491.740	20.843	0.063	0.001	1.581	0.051	0.690	0.033
128	0.418	0.013	0.260	0.003	27.038	0.875	621950.750	45391.496	1487.948	21.094	0.064	0.001	1.610	0.056	0.685	0.032
129	0.414	0.013	0.259	0.003	26.834	0.872	612836.188	44564.641	1484.145	22.054	0.062	0.001	1.542	0.047	0.703	0.035
130	0.412	0.013	0.259	0.003	26.539	0.860	599197.250	43677.074	1475.401	22.294	0.063	0.001	1.600	0.059	0.704	0.035
131	0.413	0.013	0.259	0.003	26.584	0.876	602395.625	45193.625	1472.161	22.335	0.063	0.001	1.571	0.055	0.703	0.036
132	0.404	0.013	0.259	0.003	25.898	0.817	564651.875	40879.016	1459.564	22.321	0.063	0.001	1.565	0.057	0.689	0.040
133	0.403	0.012	0.260	0.003	25.781	0.774	551569.562	38390.195	1459.722	21.226	0.063	0.001	1.598	0.067	0.712	0.041
134	0.407	0.013	0.260	0.004	25.942	0.843	562608.750	40319.203	1450.068	23.692	0.062	0.001	1.512	0.054	0.684	0.038
135	0.402	0.012	0.263	0.003	25.537	0.792	538236.000	37768.363	1442.205	22.117	0.062	0.001	1.490	0.053	0.667	0.036
136	0.403	0.012	0.264	0.004	25.531	0.780	534652.375	37024.324	1441.482	21.929	0.062	0.001	1.535	0.060	0.671	0.041
137	0.402	0.012	0.265	0.004	25.506	0.763	529233.875	36272.727	1442.614	21.702	0.061	0.001	1.455	0.048	0.641	0.032
138	0.409	0.011	0.267	0.004	26.002	0.743	545362.812	35846.113	1457.618	20.355	0.062	0.001	1.537	0.063	0.654	0.039
139	0.405	0.011	0.270	0.004	25.538	0.693	518739.469	31646.990	1447.440	20.484	0.062	0.001	1.466	0.050	0.629	0.034
140	0.404	0.010	0.270	0.003	25.471	0.674	511938.438	29826.287	1446.626	20.943	0.062	0.001	1.491	0.055	0.663	0.038
141	0.410	0.010	0.272	0.003	25.859	0.675	523444.875	29827.363	1458.644	20.817	0.062	0.001	1.442	0.056	0.667	0.040
142	0.407	0.010	0.271	0.003	25.778	0.665	516805.031	29190.613	1457.803	20.773	0.062	0.001	1.495	0.055	0.639	0.038
143	0.406	0.010	0.272	0.003	25.715	0.655	512014.719	28454.502	1457.930	20.875	0.063	0.001	1.531	0.052	0.572	0.029
144	0.408	0.010	0.275	0.003	25.758	0.643	511443.156	28046.488	1461.522	20.451	0.060	0.001	1.416	0.053	0.590	0.037
145	0.410	0.010	0.274	0.003	25.921	0.635	513722.531	26930.564	1469.198	20.310	0.061	0.001	1.378	0.051	0.586	0.032
146	0.410	0.009	0.273	0.003	25.960	0.623	512036.312	26541.953	1472.059	20.086	0.062	0.001	1.451	0.048	0.568	0.032
147	0.408	0.009	0.275	0.003	25.884	0.615	506596.469	25999.148	1472.452	20.115	0.062	0.001	1.473	0.052	0.599	0.033
148	0.406	0.009	0.275	0.003	25.747	0.606	499653.875	25617.189	1470.958	19.900	0.061	0.001	1.415	0.050	0.575	0.030
149	0.403	0.009	0.274	0.003	25.558	0.600	492178.312	25261.631	1466.412	19.681	0.060	0.001	1.346	0.055	0.554	0.031
150	0.403	0.009	0.275	0.003	25.500	0.594	486520.312	24722.701	1464.273	19.216	0.060	0.001	1.327	0.049	0.565	0.029
151	0.414	0.011	0.278	0.004	26.107	0.710	514721.875	32790.375	1467.190	18.728	0.061	0.001	1.384	0.053	0.585	0.036
152	0.413	0.011	0.274	0.004	26.229	0.725	518335.844	34161.801	1473.663	18.316	0.060	0.001	1.343	0.046	0.531	0.033
153	0.414	0.011	0.278	0.004	26.321	0.715	519632.906	33417.113	1480.810	18.437	0.061	0.001	1.402	0.061	0.546	0.033
154	0.415	0.011	0.278	0.004	26.437	0.733	525133.062	34452.141	1483.240	18.670	0.060	0.001	1.349	0.052	0.573	0.038
155	0.413	0.011	0.275	0.004	26.326	0.724	518806.562	33784.434	1482.946	19.032	0.060	0.001	1.343	0.045	0.549	0.031
156	0.407	0.011	0.276	0.003	25.956	0.710	501329.031	31965.195	1474.775	19.635	0.060	0.001	1.303	0.051	0.566	0.029
157	0.405	0.010	0.277	0.004	25.828	0.706	494039.594	31364.859	1472.645	19.827	0.061	0.001	1.358	0.052	0.568	0.033
158	0.405	0.010	0.277	0.004	25.794	0.694	489283.312	30391.879	1473.828	19.699	0.060	0.001	1.333	0.053	0.538	0.034
159	0.407	0.011	0.278	0.004	25.919	0.724	495956.000	32110.805	1472.296	20.142	0.060	0.001	1.294	0.053	0.512	0.028
160	0.405	0.010	0.277	0.004	25.816	0.711	489399.375	31350.912	1471.284	20.152	0.059	0.001	1.270	0.054	0.492	0.028
161	0.408	0.011	0.276	0.004	25.878	0.771	496543.156	36079.805	1464.090	20.479	0.060	0.001	1.303	0.058	0.511	0.030
162	0.407	0.011	0.278	0.004	25.785	0.774	491214.625	36161.379	1461.461	20.532	0.060	0.001	1.275	0.052	0.538	0.031
163	0.414	0.013	0.273	0.005	26.324	0.896	525567.750	45465.180	1457.281	21.161	0.062	0.001	1.340	0.052	0.535	0.030
164	0.412	0.013	0.275	0.005	26.114	0.882	514441.969	44440.395	1455.425	21.221	0.061	0.001	1.358	0.059	0.575	0.034
165	0.409	0.012	0.277	0.005	25.754	0.834	442258.000	47852.234	1446.556	20.552	0.060	0.001	1.281	0.056	0.534	0.032
166	0.402	0.012	0.275	0.004	25.345	0.839	480978.250	41672.551	1433.773	21.436	0.060	0.001	1.284	0.060	0.505	0.030
167	0.403	0.013	0.276	0.004	25.426	0.870	484253.375	42262.168	1431.534	22.270	0.060	0.001	1.257	0.054	0.511	0.029
168	0.400	0.012	0.277	0.004	25.130	0.847	471713.719	41353.906	1425.410	21.871	0.060	0.001	1.273	0.057	0.540	0.032
169	0.395	0.012	0.273	0.004	24.961	0.831	463909.156	40108.875	1424.336	22.121	0.059	0.001	1.244	0.055	0.483	0.027
170	0.396	0.012	0.276	0.004	24.967	0.828	462538.375	39532.574	1425.729	22.372	0.060	0.001	1.244	0.052	0.479	0.023
171	0.400	0.012	0.274	0.004	25.305	0.844	471966.812	39031.375	1434.403	22.771	0.058	0.001	1.198	0.051	0.501	0.028
172	0.395	0.012	0.274	0.004	24.904	0.830	455330.000	37432.664	1424.460	23.327	0.059	0.001	1.195	0.053	0.481	0.033
173	0.391	0.012	0.273	0.004	24.715	0.826	446101.312	36833.984	1420.714	23.333	0.059	0.001	1.207	0.055	0.497	0.031
174	0.392	0.012	0.274	0.004	24.693	0.839	446149.031	37855.273	1414.742	23.193	0.059	0.001	1.188	0.055	0.502	0.032
175	0.391	0.013	0.275	0.004	24.520	0.839	439776.156	37625.629	1410.174	23.942	0.059	0.001	1.206	0.049	0.474	0.033
176	0.391	0.012	0.275	0.005	24.557	0.840	438305.156	37350.648	1414.173	24.421	0.058	0.001	1.170	0.053	0.461	0.030
177	0.389	0.012	0.273	0.004	24.394	0.808	426801.406	35524.488	1410.396	23.701	0.058	0.001	1.128	0.051	0.446	0.027
178	0.387	0.012	0.277	0.005	24.112	0.779	411439.125	33058.191	1403.502	24.098	0.058	0.001	1.149	0.050	0.419	0.027
179	0.384	0.012	0.277	0.005	23.788	0.799	402187.469	34305.805	1387.135	24.524	0.057	0.001	1.077	0.045	0.446	0.028
180	0.383	0.012	0.279	0.005	23.691	0.767	390993.906	32080.350	1387.926	23.921	0.058	0.001	1.148	0.048	0.433	0.024
181	0.379	0.011	0.280	0.005	23.473	0.717	377071.094	28720.283	1386.980	23.365	0.058	0.001	1.137	0.046	0.444	0.027
182	0.386	0.012	0.279	0.005	24.004	0.814	401950.906	36236.371	1390.832	23.342	0.058	0.001	1.093	0.045	0.416	0.024
183	0.386	0.013	0.275	0.006	24.006	0.886	409158.531	40486.941	1378.441	23.585	0.057	0.001	1.084	0.048	0.416	0.029
184	0.389	0.014	0.276	0.005	24.275	0.920	417938.375	40848.504	1381.868	24.212	0.058	0.001	1.126	0.047	0.434	0.027
185	0.394	0.014	0.279	0.006	24.464	0.932	422991.406	41724.266	1385.156	24.302	0.059	0.001	1.103	0.039	0.419	0.022
186	0.388	0.014	0.280	0.006	24.107	0.929	409652.281	40922.285	1375.839	24.754	0.059	0.001	1.128	0.055	0.470	0.036
187	0.388	0.013	0.279	0.006	24.186	0.911	409717.969	39890.684	1384.821	24.893	0.058	0.001	1.071	0.044	0.437	0.022
188	0.390	0.013	0.282	0.005	24.470	0.878	412389.625	38433.582	1404.242	24.289	0.058	0.001	1.089	0.048	0.428	0.030
189	0.389	0.012	0.285	0.005	24.357	0.859	404165.969	37065.023	1404.054	23.958	0.058	0.001	1.082	0.045	0.412	0.025
190	0.388	0.012	0.283	0.005	24.285	0.849	398489.719	36063.922	1405.734	24.133	0.057	0.001	1.038	0.044	0.402	0.026
191	0.384	0.011	0.283	0.005	23.986	0.784	380087.812	32059.400	1405.006	23.639	0.057	0.001	1.051	0.043	0.384	0.027
192	0.385	0.011	0.288	0.005	23.921	0.773	374965.031	31284.018	1405.941	23.780	0.060	0.001	1.137	0.041	0.421	0.024
193	0.388	0.011	0.290	0.005	24.119	0.759	378009.906	30388.186	1414.876	23.591	0.059	0.001	1.080	0.042	0.437	0.023
194	0.393	0.011	0.292	0.005	24.329	0.750	382278.438	29752.594	1424.689	23.620	0.059	0.001	1.094	0.041	0.400	0.023
195	0.395	0.011	0.289	0.005	24.565	0.775	390527.469	30241.113	1428.807	24.736	0.059	0.001	1.098	0.044	0.409	0.025
196	0.399	0.011	0.294	0.005	24.519	0.781	389320.875	30173.949	1422.923	25.552	0.059	0.001	1.106	0.050	0.415	0.026
197	0.397	0.011	0.295	0.005	24.294	0.726	373143.250	25975.102	1418.206	24.979	0.055	0.001	0.980	0.043	0.362	0.024
198	0.392	0.011	0.292	0.005	24.003	0.721	363345.438	25365.045	1408.198	25.349	0.057	0.001	1.000	0.040	0.378	0.023
