Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=50, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NPOLL	ERR1	VPOLL	ERR2	SDS1	ERR3	VFSD1	ERR4	VMSD1	ERR5	SDS2	ERR6	VFSD2	ERR7	VMSD2	ERR8
194	0.742	0.024	0.405	0.018	40.739	1.611	529298.062	51957.879	1758.369	28.336	0.043	0.002	0.637	0.069	0.052	0.003
195	0.735	0.022	0.421	0.017	39.529	1.609	496295.188	50710.363	1761.532	27.269	0.044	0.002	0.661	0.082	0.052	0.003
196	0.738	0.022	0.413	0.017	40.073	1.559	499622.438	49296.039	1781.861	26.694	0.044	0.002	0.601	0.062	0.052	0.003
197	0.735	0.023	0.403	0.017	40.340	1.648	506849.000	51416.051	1769.634	28.654	0.042	0.002	0.566	0.059	0.051	0.003
198	0.732	0.025	0.410	0.019	39.683	1.733	484174.438	49671.883	1741.721	31.648	0.045	0.002	0.586	0.057	0.055	0.004
199	0.741	0.025	0.417	0.017	40.028	1.777	489750.875	50248.914	1717.878	34.760	0.047	0.002	0.630	0.055	0.058	0.003
200	0.761	0.026	0.411	0.018	41.585	1.769	510494.031	49965.586	1726.285	32.953	0.047	0.002	0.683	0.080	0.059	0.004
201	0.781	0.028	0.420	0.018	42.593	1.717	520273.688	49097.645	1744.048	32.192	0.050	0.002	0.706	0.064	0.060	0.003
202	0.776	0.026	0.424	0.016	42.085	1.499	497244.594	44823.504	1782.978	27.600	0.046	0.002	0.627	0.062	0.053	0.003
203	0.762	0.025	0.419	0.017	41.398	1.457	480935.125	43929.734	1790.098	26.008	0.048	0.003	0.702	0.067	0.059	0.004
204	0.759	0.025	0.424	0.016	40.665	1.494	466012.375	43515.293	1779.892	25.871	0.043	0.002	0.584	0.062	0.056	0.004
205	0.757	0.024	0.421	0.017	39.965	1.431	448213.969	41472.613	1783.695	24.891	0.045	0.002	0.584	0.063	0.058	0.004
206	0.752	0.023	0.416	0.016	39.903	1.352	442124.188	40041.598	1791.097	23.498	0.046	0.003	0.609	0.062	0.055	0.004
207	0.751	0.024	0.422	0.016	39.294	1.291	421097.469	36824.918	1796.885	23.094	0.043	0.002	0.522	0.055	0.050	0.003
208	0.753	0.023	0.421	0.015	38.924	1.236	411283.906	36611.301	1797.208	22.168	0.043	0.002	0.565	0.080	0.052	0.003
209	0.755	0.024	0.434	0.018	39.650	1.337	423925.875	39428.926	1795.980	21.414	0.044	0.002	0.549	0.056	0.051	0.003
210	0.768	0.025	0.422	0.014	40.009	1.385	425290.812	39153.836	1795.574	20.971	0.042	0.002	0.507	0.054	0.052	0.004
211	0.771	0.026	0.429	0.015	39.958	1.444	420554.125	39136.383	1782.865	21.616	0.044	0.002	0.549	0.061	0.053	0.004
212	0.754	0.027	0.432	0.016	38.993	1.447	399101.688	38303.590	1781.363	22.314	0.044	0.002	0.520	0.065	0.055	0.004
213	0.762	0.029	0.426	0.014	39.678	1.498	409332.750	39573.793	1768.423	23.857	0.045	0.002	0.558	0.066	0.055	0.004
214	0.764	0.029	0.425	0.014	39.676	1.488	405218.000	39266.992	1773.648	23.792	0.046	0.002	0.599	0.063	0.056	0.004
215	0.756	0.028	0.436	0.015	39.246	1.471	394159.812	38786.730	1776.928	24.551	0.045	0.002	0.553	0.057	0.051	0.003
216	0.757	0.028	0.442	0.016	38.994	1.573	393618.406	39248.969	1755.865	32.094	0.042	0.003	0.468	0.050	0.051	0.005
217	0.757	0.029	0.419	0.016	39.048	1.673	396358.875	40124.266	1736.336	34.582	0.045	0.002	0.515	0.049	0.054	0.003
218	0.761	0.027	0.426	0.016	38.902	1.659	390940.688	39870.387	1738.887	34.163	0.044	0.002	0.520	0.056	0.051	0.003
219	0.766	0.028	0.424	0.017	38.709	1.670	385354.750	39969.699	1728.784	33.536	0.044	0.002	0.517	0.057	0.057	0.004
220	0.760	0.026	0.414	0.015	38.627	1.633	379125.375	38984.262	1737.371	31.971	0.045	0.003	0.598	0.082	0.056	0.005
221	0.756	0.026	0.408	0.018	39.313	1.745	384911.375	38033.535	1718.552	32.157	0.042	0.002	0.460	0.050	0.050	0.003
222	0.762	0.026	0.410	0.017	38.952	1.706	376032.281	36961.934	1716.646	32.546	0.039	0.002	0.408	0.043	0.046	0.003
223	0.753	0.027	0.410	0.016	38.926	1.691	372648.719	36945.938	1723.697	32.030	0.045	0.002	0.496	0.050	0.057	0.006
224	0.757	0.025	0.427	0.015	38.178	1.657	360443.031	37308.242	1723.718	30.124	0.041	0.002	0.417	0.046	0.049	0.003
225	0.757	0.026	0.442	0.017	38.458	1.605	355347.000	35814.742	1736.352	28.827	0.044	0.003	0.496	0.063	0.054	0.006
226	0.742	0.025	0.446	0.015	37.740	1.550	342059.719	34964.605	1736.016	29.882	0.040	0.003	0.438	0.056	0.046	0.004
227	0.749	0.028	0.433	0.017	38.544	1.628	344285.594	34047.453	1736.552	31.105	0.040	0.003	0.432	0.061	0.050	0.005
228	0.755	0.028	0.433	0.019	38.663	1.674	336495.000	32315.590	1734.538	32.754	0.042	0.003	0.442	0.053	0.052	0.004
229	0.762	0.028	0.437	0.017	39.491	1.617	345537.562	32437.227	1759.926	32.226	0.040	0.003	0.385	0.041	0.048	0.004
230	0.782	0.029	0.439	0.017	39.984	1.635	354814.188	34822.184	1760.808	31.407	0.046	0.003	0.489	0.058	0.059	0.006
231	0.775	0.029	0.441	0.016	39.841	1.628	349024.719	34150.625	1765.150	29.894	0.042	0.003	0.460	0.067	0.051	0.005
232	0.766	0.027	0.445	0.017	39.296	1.575	339612.875	34022.328	1779.701	29.601	0.044	0.002	0.421	0.040	0.055	0.004
233	0.767	0.026	0.457	0.018	38.790	1.540	331795.188	33840.270	1780.987	29.735	0.039	0.003	0.385	0.048	0.046	0.004
234	0.764	0.025	0.452	0.018	38.389	1.526	321385.719	33082.410	1781.537	29.549	0.041	0.003	0.429	0.054	0.047	0.004
235	0.759	0.026	0.461	0.017	38.273	1.508	316610.500	33209.121	1791.341	28.168	0.040	0.003	0.427	0.057	0.048	0.004
236	0.747	0.027	0.472	0.020	37.716	1.485	302360.531	32789.621	1795.376	28.402	0.041	0.002	0.394	0.046	0.052	0.004
237	0.751	0.027	0.475	0.019	37.618	1.466	295258.750	31934.502	1802.588	27.842	0.040	0.002	0.356	0.046	0.046	0.003
238	0.754	0.027	0.474	0.018	37.088	1.475	283270.156	31017.695	1788.219	27.160	0.039	0.003	0.352	0.040	0.048	0.004
239	0.758	0.027	0.488	0.021	37.133	1.397	277024.125	29354.754	1808.964	27.753	0.040	0.003	0.397	0.057	0.057	0.011
240	0.769	0.028	0.468	0.020	38.656	1.571	289210.125	28699.412	1808.062	27.822	0.039	0.003	0.326	0.038	0.050	0.004
241	0.763	0.031	0.474	0.019	38.318	1.742	283061.688	28383.127	1779.065	33.186	0.043	0.002	0.365	0.037	0.051	0.004
242	0.771	0.030	0.477	0.021	38.538	1.695	278422.750	27157.984	1790.134	32.721	0.037	0.003	0.303	0.041	0.043	0.004
243	0.766	0.031	0.482	0.021	37.841	1.692	263214.812	24908.676	1784.387	31.600	0.041	0.003	0.321	0.039	0.049	0.004
244	0.762	0.031	0.478	0.021	37.313	1.712	253343.953	24175.496	1772.773	32.645	0.042	0.003	0.381	0.049	0.054	0.005
245	0.759	0.029	0.483	0.022	36.713	1.550	246307.734	23620.213	1791.450	34.087	0.037	0.003	0.320	0.047	0.045	0.004
246	0.773	0.030	0.473	0.023	37.619	1.535	244778.141	22812.500	1808.935	30.425	0.037	0.003	0.319	0.049	0.046	0.004
247	0.763	0.030	0.468	0.024	36.951	1.597	238948.359	23641.410	1787.771	33.065	0.032	0.003	0.249	0.033	0.040	0.004
248	0.771	0.032	0.450	0.022	37.032	1.595	239757.859	24439.211	1781.757	33.284	0.039	0.003	0.290	0.039	0.048	0.004
249	0.774	0.029	0.436	0.021	38.132	1.800	244101.141	24619.719	1765.286	33.833	0.040	0.002	0.323	0.042	0.047	0.003
250	0.765	0.029	0.441	0.022	37.841	1.729	240150.203	24320.752	1776.797	35.165	0.039	0.003	0.358	0.061	0.047	0.004
251	0.768	0.028	0.452	0.023	37.913	1.648	235123.203	23294.311	1789.438	32.030	0.040	0.003	0.323	0.039	0.048	0.004
252	0.756	0.029	0.449	0.024	37.274	1.730	223099.844	22849.270	1775.763	36.162	0.038	0.002	0.253	0.029	0.050	0.005
253	0.776	0.027	0.455	0.024	37.642	1.681	226146.453	23037.721	1769.794	37.377	0.039	0.003	0.307	0.053	0.046	0.004
254	0.779	0.028	0.457	0.024	37.509	1.710	221828.125	22694.799	1763.295	37.721	0.039	0.003	0.306	0.045	0.046	0.005
255	0.764	0.028	0.471	0.026	36.814	1.712	212743.516	22619.400	1757.982	37.802	0.038	0.003	0.284	0.043	0.042	0.004
256	0.785	0.028	0.456	0.025	36.562	1.641	206079.484	21834.568	1752.169	36.891	0.036	0.003	0.261	0.038	0.044	0.004
257	0.775	0.028	0.444	0.024	36.904	1.744	213978.641	26795.617	1733.864	38.448	0.040	0.003	0.329	0.047	0.050	0.005
258	0.792	0.030	0.464	0.026	37.309	1.767	213822.766	26585.994	1737.022	38.842	0.037	0.003	0.268	0.035	0.044	0.004
259	0.802	0.033	0.461	0.026	38.457	1.822	218900.094	26521.758	1748.469	38.359	0.040	0.003	0.289	0.048	0.052	0.006
260	0.806	0.034	0.479	0.027	37.970	1.856	210706.562	26284.469	1741.545	41.743	0.040	0.003	0.265	0.037	0.048	0.004
261	0.802	0.034	0.470	0.025	38.032	1.789	204680.047	25068.906	1758.061	38.366	0.039	0.003	0.247	0.031	0.048	0.004
262	0.788	0.030	0.489	0.024	37.933	1.713	204153.766	25104.039	1772.381	39.006	0.038	0.004	0.257	0.036	0.046	0.005
263	0.810	0.031	0.512	0.025	37.955	1.642	201033.844	24650.857	1780.914	38.143	0.039	0.003	0.260	0.045	0.045	0.005
264	0.803	0.029	0.502	0.024	37.958	1.630	198172.047	24124.486	1781.195	38.066	0.042	0.003	0.280	0.044	0.050	0.005
265	0.843	0.030	0.499	0.024	38.116	1.743	200004.625	24677.852	1753.110	43.379	0.037	0.003	0.248	0.039	0.046	0.006
266	0.833	0.031	0.495	0.027	37.422	1.753	188911.078	24044.814	1740.515	44.130	0.034	0.003	0.225	0.037	0.041	0.004
267	0.846	0.032	0.482	0.026	37.841	1.732	192836.688	24318.273	1730.327	43.639	0.038	0.003	0.227	0.029	0.048	0.005
268	0.845	0.030	0.466	0.028	37.647	1.742	189491.906	24295.580	1724.265	43.262	0.035	0.004	0.259	0.052	0.043	0.005
269	0.850	0.030	0.465	0.027	37.352	1.735	186303.656	24119.031	1698.789	45.392	0.035	0.003	0.233	0.041	0.043	0.005
270	0.862	0.033	0.491	0.029	37.982	1.801	185014.406	23453.758	1709.129	44.113	0.035	0.003	0.230	0.040	0.043	0.005
271	0.868	0.033	0.499	0.030	38.330	1.861	186358.156	23681.223	1717.031	43.422	0.040	0.004	0.264	0.042	0.047	0.005
272	0.876	0.034	0.481	0.028	38.390	1.800	184676.078	23235.648	1718.813	40.123	0.037	0.003	0.229	0.041	0.044	0.005
273	0.877	0.035	0.458	0.028	39.101	1.960	199384.812	27934.119	1699.583	41.850	0.040	0.004	0.284	0.056	0.050	0.006
274	0.884	0.034	0.479	0.031	39.164	1.954	200718.859	28445.625	1708.442	41.889	0.039	0.003	0.262	0.044	0.043	0.004
275	0.881	0.033	0.478	0.030	38.996	1.922	196841.562	28095.430	1722.267	42.018	0.042	0.005	0.228	0.043	0.046	0.006
276	0.885	0.034	0.468	0.029	39.808	1.922	199681.375	27564.979	1723.442	39.051	0.039	0.004	0.266	0.043	0.046	0.005
277	0.879	0.033	0.471	0.028	39.882	1.923	197060.906	26330.254	1729.928	37.242	0.038	0.004	0.213	0.036	0.049	0.007
278	0.889	0.034	0.469	0.028	40.714	2.033	198609.219	25791.549	1717.008	41.440	0.041	0.003	0.203	0.033	0.048	0.004
279	0.881	0.034	0.487	0.027	40.064	1.974	188519.547	24718.551	1718.780	41.209	0.041	0.004	0.227	0.035	0.049	0.006
280	0.867	0.033	0.498	0.029	39.522	1.909	177313.859	22242.393	1725.473	40.179	0.036	0.004	0.202	0.041	0.041	0.005
281	0.862	0.033	0.494	0.029	39.089	1.874	173061.781	21797.408	1722.088	42.042	0.035	0.004	0.194	0.032	0.040	0.005
282	0.885	0.035	0.504	0.029	39.551	1.815	174710.234	21400.512	1731.094	41.506	0.036	0.004	0.211	0.034	0.040	0.005
283	0.895	0.033	0.504	0.031	39.927	1.658	173844.688	20622.986	1754.166	39.545	0.038	0.003	0.188	0.030	0.045	0.005
284	0.911	0.035	0.503	0.030	40.632	1.813	179741.547	23080.803	1738.578	41.760	0.037	0.004	0.208	0.030	0.047	0.006
285	0.915	0.035	0.514	0.031	40.221	1.886	177946.047	23215.045	1728.858	50.919	0.035	0.003	0.155	0.024	0.043	0.004
286	0.908	0.036	0.528	0.031	39.696	1.968	168903.594	20886.564	1734.025	54.080	0.039	0.005	0.231	0.043	0.047	0.007
287	0.895	0.035	0.533	0.031	39.003	1.955	160996.266	20416.734	1730.825	55.057	0.038	0.004	0.197	0.035	0.042	0.005
288	0.887	0.036	0.532	0.030	38.801	1.961	157641.766	20071.988	1730.363	55.707	0.035	0.003	0.154	0.023	0.041	0.004
289	0.894	0.036	0.534	0.032	38.817	1.771	146495.984	15930.067	1758.757	45.089	0.030	0.003	0.137	0.021	0.036	0.005
290	0.878	0.034	0.525	0.030	38.834	1.814	145263.422	16087.992	1735.128	48.172	0.030	0.003	0.128	0.021	0.033	0.003
291	0.871	0.035	0.525	0.031	38.622	1.827	143343.078	17037.158	1732.671	50.025	0.030	0.004	0.150	0.029	0.038	0.006
292	0.891	0.037	0.534	0.034	39.842	1.922	144406.250	16788.721	1737.647	51.001	0.035	0.004	0.183	0.034	0.043	0.007
293	0.913	0.037	0.555	0.034	40.292	1.906	143106.688	16556.986	1743.732	51.520	0.038	0.004	0.185	0.035	0.049	0.007
294	0.912	0.042	0.552	0.028	39.577	2.010	132859.922	15442.816	1729.104	53.549	0.027	0.003	0.119	0.025	0.030	0.004
295	0.921	0.039	0.566	0.029	40.372	1.925	139035.750	16136.785	1764.103	52.409	0.030	0.003	0.120	0.022	0.031	0.003
296	0.920	0.041	0.568	0.031	40.104	1.916	136099.984	15908.222	1776.918	53.058	0.033	0.003	0.131	0.024	0.036	0.004
297	0.909	0.038	0.557	0.032	39.972	1.915	134466.375	16125.338	1766.748	53.872	0.033	0.004	0.134	0.022	0.037	0.004
298	0.891	0.036	0.549	0.032	39.244	1.877	129718.438	16183.009	1762.574	55.376	0.026	0.003	0.100	0.018	0.034	0.006
299	0.878	0.033	0.560	0.034	38.972	1.843	129567.406	16399.258	1779.285	51.911	0.030	0.003	0.144	0.029	0.034	0.004
300	0.882	0.034	0.546	0.033	38.742	1.897	127277.945	16372.845	1766.644	54.393	0.037	0.005	0.156	0.026	0.045	0.006
301	0.896	0.035	0.542	0.034	39.018	1.872	124060.695	15769.845	1777.990	54.229	0.042	0.004	0.201	0.039	0.051	0.006
302	0.902	0.034	0.534	0.035	39.223	1.762	121203.867	15516.245	1800.026	47.206	0.033	0.004	0.122	0.021	0.038	0.005
303	0.893	0.032	0.536	0.033	38.799	1.787	117784.898	15177.970	1799.154	49.214	0.032	0.004	0.128	0.023	0.040	0.006
304	0.896	0.032	0.530	0.033	38.533	1.745	114039.891	14277.310	1791.647	47.991	0.034	0.004	0.124	0.021	0.041	0.006
305	0.900	0.032	0.504	0.034	38.368	1.677	110386.609	13641.483	1792.304	49.667	0.040	0.005	0.143	0.025	0.043	0.006
306	0.898	0.034	0.488	0.032	38.275	1.657	110192.828	13811.420	1784.113	49.441	0.029	0.003	0.100	0.019	0.032	0.004
307	0.931	0.032	0.499	0.031	38.417	1.567	108550.758	13310.048	1805.860	49.396	0.030	0.004	0.127	0.029	0.035	0.006
308	0.918	0.033	0.488	0.031	38.325	1.604	106214.594	13254.411	1776.367	49.054	0.037	0.008	0.121	0.025	0.040	0.007
309	0.942	0.031	0.509	0.033	39.809	1.717	114295.492	14575.885	1755.445	49.611	0.033	0.004	0.114	0.024	0.042	0.006
310	0.951	0.030	0.496	0.033	39.610	1.632	110098.758	13875.327	1753.919	48.854	0.038	0.004	0.143	0.029	0.041	0.005
311	0.940	0.031	0.497	0.034	38.981	1.769	106317.844	13628.240	1724.398	54.639	0.032	0.004	0.102	0.018	0.037	0.006
312	0.911	0.033	0.507	0.031	37.986	1.768	102186.641	13284.042	1728.617	55.391	0.028	0.004	0.111	0.024	0.035	0.006
313	0.922	0.033	0.506	0.033	39.013	1.793	105789.398	13729.232	1740.677	54.521	0.033	0.005	0.113	0.021	0.043	0.009
314	0.924	0.032	0.500	0.032	38.994	1.686	103188.570	13217.493	1742.993	48.255	0.042	0.006	0.172	0.030	0.054	0.009
315	0.926	0.031	0.499	0.034	38.613	1.647	98764.164	12750.730	1752.299	50.008	0.035	0.005	0.125	0.023	0.042	0.007
316	0.921	0.033	0.477	0.034	37.928	1.601	94965.195	12694.592	1719.099	48.494	0.032	0.004	0.108	0.021	0.033	0.004
317	0.922	0.032	0.477	0.034	37.884	1.622	94698.164	12865.616	1709.753	49.651	0.021	0.003	0.096	0.025	0.025	0.005
318	0.917	0.032	0.468	0.035	37.837	1.674	90858.922	12479.131	1702.383	51.385	0.029	0.004	0.111	0.026	0.032	0.005
319	0.922	0.033	0.472	0.035	39.100	1.781	92784.469	12079.674	1700.922	50.660	0.031	0.004	0.104	0.022	0.034	0.005
320	0.941	0.038	0.466	0.036	39.437	1.766	92044.297	11712.699	1707.383	50.076	0.035	0.005	0.109	0.023	0.040	0.007
321	0.939	0.035	0.449	0.036	39.674	1.865	91889.336	11620.704	1679.385	54.049	0.033	0.004	0.122	0.033	0.036	0.005
322	0.923	0.036	0.479	0.037	39.413	1.835	90112.523	11476.703	1693.798	55.243	0.029	0.005	0.074	0.016	0.033	0.006
323	0.912	0.036	0.521	0.040	38.522	1.891	87026.344	11069.339	1684.875	59.951	0.029	0.004	0.107	0.024	0.033	0.006
324	0.903	0.039	0.520	0.041	38.166	1.982	85925.477	11038.717	1681.246	59.605	0.034	0.005	0.118	0.024	0.046	0.011
325	0.883	0.041	0.530	0.042	38.056	2.043	85313.211	10873.597	1672.651	67.659	0.025	0.004	0.069	0.014	0.029	0.005
326	0.882	0.042	0.532	0.042	37.823	2.091	85613.133	10877.041	1656.163	68.129	0.028	0.005	0.078	0.017	0.030	0.006
327	0.882	0.040	0.508	0.043	37.489	2.085	83432.414	10657.960	1635.767	74.294	0.029	0.004	0.107	0.023	0.032	0.005
328	0.874	0.039	0.553	0.045	37.650	1.933	79476.508	10095.198	1714.554	67.579	0.024	0.004	0.070	0.014	0.027	0.005
329	0.907	0.041	0.563	0.046	37.736	1.945	78008.648	10313.304	1722.151	68.374	0.031	0.005	0.081	0.018	0.041	0.010
330	0.887	0.039	0.572	0.046	38.004	1.935	78076.422	10386.879	1736.844	67.480	0.026	0.004	0.084	0.020	0.031	0.007
331	0.872	0.039	0.580	0.045	37.616	1.941	75986.273	10333.130	1752.911	71.130	0.019	0.004	0.067	0.016	0.024	0.005
332	0.867	0.041	0.552	0.043	36.954	1.898	74342.438	10610.691	1742.370	79.104	0.028	0.005	0.079	0.017	0.030	0.005
333	0.869	0.043	0.569	0.043	37.597	1.928	73888.688	10346.954	1755.571	82.298	0.030	0.005	0.069	0.017	0.030	0.005
334	0.863	0.043	0.561	0.041	37.304	1.952	70946.641	10197.796	1753.082	82.189	0.025	0.004	0.076	0.020	0.028	0.005
335	0.863	0.042	0.562	0.041	37.194	1.892	68900.758	9752.389	1762.431	80.208	0.034	0.006	0.102	0.024	0.036	0.007
336	0.868	0.046	0.561	0.040	37.256	1.986	66612.953	9516.450	1750.489	80.368	0.025	0.004	0.060	0.013	0.028	0.004
337	0.863	0.047	0.542	0.040	37.474	2.158	65688.734	9469.449	1713.032	82.287	0.024	0.004	0.066	0.015	0.025	0.004
338	0.860	0.046	0.544	0.040	37.199	2.128	63522.301	9213.355	1726.847	82.216	0.026	0.005	0.068	0.018	0.028	0.005
339	0.856	0.047	0.527	0.038	37.102	2.138	62696.254	9299.237	1699.335	83.787	0.020	0.004	0.042	0.008	0.022	0.004
340	0.851	0.047	0.529	0.039	36.523	2.060	59447.336	8844.592	1706.202	83.854	0.024	0.005	0.060	0.016	0.027	0.006
341	0.856	0.047	0.543	0.037	37.215	2.143	59144.887	8928.108	1706.195	82.512	0.025	0.004	0.060	0.015	0.028	0.005
342	0.887	0.044	0.518	0.034	37.452	2.141	59697.047	9164.147	1666.542	76.545	0.029	0.006	0.074	0.020	0.036	0.008
343	0.888	0.044	0.517	0.036	37.291	2.123	58725.121	8831.285	1671.460	77.088	0.031	0.005	0.070	0.015	0.032	0.005
344	0.890	0.045	0.532	0.035	38.124	2.199	61682.004	9468.935	1670.116	72.595	0.022	0.005	0.059	0.015	0.026	0.006
345	0.924	0.044	0.539	0.036	39.521	2.033	61531.371	8912.679	1733.789	71.562	0.028	0.005	0.064	0.015	0.036	0.007
346	0.912	0.044	0.543	0.035	38.555	2.112	60136.609	9228.207	1711.169	76.206	0.022	0.004	0.044	0.011	0.024	0.005
347	0.927	0.046	0.549	0.034	40.103	1.977	62640.086	9277.536	1772.854	64.804	0.025	0.005	0.065	0.018	0.030	0.007
348	0.910	0.046	0.564	0.036	39.231	1.959	57838.836	9038.144	1777.170	62.288	0.030	0.007	0.064	0.015	0.031	0.007
349	0.904	0.045	0.574	0.038	39.158	2.005	56809.152	8968.948	1771.418	63.711	0.023	0.004	0.053	0.013	0.024	0.004
350	0.887	0.045	0.547	0.039	38.044	2.064	53287.195	8543.714	1719.859	61.065	0.021	0.004	0.043	0.011	0.023	0.005
351	0.899	0.049	0.524	0.041	39.120	2.217	53156.414	8423.058	1740.665	68.698	0.025	0.006	0.076	0.028	0.034	0.009
352	0.914	0.052	0.496	0.042	39.089	2.314	52375.969	8496.805	1699.622	66.432	0.026	0.006	0.059	0.015	0.029	0.007
353	0.890	0.050	0.495	0.041	38.703	2.325	50745.371	8326.348	1693.580	66.099	0.028	0.007	0.064	0.023	0.033	0.011
354	0.919	0.045	0.487	0.039	39.775	2.150	50881.887	8082.126	1738.912	59.625	0.027	0.005	0.049	0.011	0.028	0.005
355	0.942	0.042	0.494	0.038	40.255	2.017	50317.500	7933.802	1745.188	61.176	0.022	0.004	0.049	0.013	0.024	0.005
356	0.928	0.041	0.509	0.040	39.772	1.746	47362.238	7419.073	1806.035	59.265	0.022	0.005	0.057	0.019	0.022	0.005
357	0.943	0.043	0.517	0.042	40.362	1.886	46124.441	7069.361	1810.703	61.779	0.022	0.004	0.049	0.013	0.026	0.006
358	0.927	0.041	0.519	0.041	40.125	1.849	45587.285	7361.531	1815.094	62.506	0.028	0.006	0.059	0.020	0.029	0.006
359	0.941	0.043	0.486	0.037	41.561	2.179	50092.598	8009.822	1725.360	69.887	0.020	0.004	0.053	0.016	0.022	0.005
360	0.935	0.042	0.518	0.039	41.036	2.165	48737.137	7685.654	1738.842	72.228	0.021	0.005	0.035	0.011	0.022	0.006
361	0.924	0.045	0.508	0.040	41.512	2.240	48667.246	7437.185	1739.285	68.081	0.015	0.003	0.027	0.008	0.017	0.005
362	0.923	0.047	0.514	0.040	40.961	2.340	42621.441	6159.655	1690.985	70.858	0.017	0.004	0.029	0.011	0.019	0.005
363	0.915	0.049	0.514	0.040	40.658	2.482	41511.215	6017.527	1646.795	80.179	0.023	0.008	0.046	0.016	0.022	0.008
364	0.863	0.054	0.533	0.043	38.740	2.707	37257.727	5098.644	1612.916	90.101	0.025	0.006	0.041	0.012	0.025	0.006
365	0.853	0.055	0.513	0.045	37.965	2.828	36102.004	4844.992	1569.317	97.190	0.022	0.006	0.051	0.016	0.031	0.011
366	0.852	0.057	0.501	0.045	37.776	2.781	35889.004	4755.415	1572.166	94.438	0.031	0.007	0.052	0.014	0.030	0.007
367	0.834	0.056	0.500	0.045	37.433	2.712	33131.879	4131.223	1612.753	97.436	0.016	0.004	0.037	0.012	0.018	0.006
368	0.828	0.055	0.527	0.046	36.913	2.637	34150.055	4927.882	1614.387	100.315	0.019	0.005	0.031	0.009	0.023	0.008
369	0.828	0.055	0.531	0.047	36.501	2.628	31492.846	4615.838	1614.767	99.378	0.025	0.006	0.038	0.010	0.028	0.009
370	0.804	0.055	0.539	0.047	35.733	2.588	30074.020	4407.722	1631.091	100.970	0.010	0.003	0.019	0.007	0.011	0.004
371	0.820	0.055	0.510	0.045	36.018	2.489	29020.080	4300.909	1631.703	89.914	0.029	0.006	0.043	0.010	0.034	0.009
372	0.821	0.057	0.512	0.044	35.733	2.548	27562.828	4065.374	1626.091	97.023	0.037	0.011	0.067	0.025	0.042	0.013
373	0.785	0.062	0.497	0.047	32.417	2.665	25224.758	3856.680	1486.288	112.573	0.021	0.005	0.034	0.010	0.021	0.005
374	0.782	0.059	0.511	0.047	32.268	2.727	24571.104	4176.203	1484.029	112.537	0.017	0.004	0.021	0.006	0.018	0.005
375	0.780	0.060	0.526	0.048	32.203	2.713	24129.203	4052.276	1503.595	114.302	0.008	0.003	0.019	0.012	0.010	0.005
376	0.757	0.059	0.520	0.047	32.270	2.731	23070.041	3878.107	1508.419	113.344	0.018	0.005	0.038	0.013	0.021	0.007
377	0.760	0.061	0.517	0.049	31.795	2.814	22898.021	4014.597	1522.943	119.918	0.023	0.006	0.030	0.008	0.026	0.007
378	0.743	0.064	0.494	0.050	31.907	2.928	22316.102	4198.112	1528.640	119.207	0.016	0.005	0.026	0.009	0.018	0.006
379	0.738	0.063	0.527	0.051	30.815	2.910	21253.768	4454.402	1496.343	120.150	0.017	0.005	0.034	0.013	0.017	0.005
380	0.768	0.062	0.562	0.053	31.952	2.800	19559.037	3672.238	1590.151	116.474	0.020	0.007	0.022	0.008	0.020	0.007
381	0.756	0.061	0.540	0.051	32.515	2.816	20163.010	3815.963	1605.618	117.750	0.009	0.003	0.009	0.003	0.009	0.003
382	0.786	0.064	0.553	0.054	33.822	2.899	22548.367	4104.562	1616.714	120.025	0.038	0.011	0.066	0.020	0.044	0.011
383	0.794	0.070	0.533	0.055	34.787	3.123	25991.404	6029.603	1593.776	125.519	0.024	0.009	0.042	0.019	0.022	0.007
384	0.789	0.068	0.555	0.059	34.004	2.962	25124.822	5939.329	1659.188	130.135	0.022	0.007	0.035	0.013	0.022	0.007
385	0.775	0.068	0.523	0.058	34.020	3.054	25519.318	5991.620	1567.258	131.958	0.023	0.008	0.035	0.013	0.026	0.009
386	0.794	0.066	0.543	0.057	34.996	2.997	25602.338	5949.879	1631.698	124.838	0.013	0.005	0.032	0.021	0.014	0.006
387	0.780	0.069	0.521	0.057	34.427	3.066	24816.715	5911.511	1582.901	128.828	0.010	0.004	0.016	0.008	0.009	0.004
388	0.750	0.067	0.515	0.056	33.307	3.139	23444.373	5834.844	1542.779	126.655	0.013	0.004	0.013	0.004	0.013	0.004
389	0.762	0.066	0.554	0.059	34.123	3.133	22873.969	5622.353	1612.365	132.240	0.026	0.007	0.036	0.012	0.026	0.007
390	0.739	0.066	0.568	0.062	33.602	3.373	22110.766	5542.226	1620.226	142.768	0.025	0.009	0.050	0.032	0.023	0.008
391	0.733	0.068	0.545	0.060	32.491	3.283	21429.826	5538.760	1535.810	142.741	0.024	0.008	0.055	0.025	0.026	0.010
392	0.707	0.069	0.511	0.059	31.804	3.302	21437.736	5399.090	1546.197	147.604	0.033	0.010	0.058	0.019	0.035	0.012
