Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=100, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NRUN	NGENE	ERR1	SGENE	ERR2	NVAR	ERR3	SVAR	ERR4	HO	ERR5	HE	ERR6	FIS	ERR7
220	100	3.730	0.095	8.620	0.273	0.100	0.006	-0.019	0.002	0.199	0.008	0.373	0.008	0.487	0.013
221	100	3.734	0.100	8.550	0.270	0.102	0.006	-0.019	0.002	0.198	0.008	0.372	0.008	0.488	0.013
222	100	3.718	0.097	8.510	0.269	0.103	0.006	-0.020	0.002	0.198	0.008	0.372	0.008	0.489	0.013
223	100	3.716	0.095	8.480	0.270	0.102	0.006	-0.020	0.002	0.198	0.008	0.372	0.008	0.489	0.013
224	100	3.716	0.094	8.410	0.263	0.103	0.006	-0.020	0.002	0.197	0.009	0.371	0.008	0.491	0.013
225	100	3.724	0.099	8.290	0.260	0.104	0.006	-0.021	0.002	0.196	0.009	0.370	0.008	0.493	0.013
226	100	3.718	0.098	8.230	0.256	0.104	0.006	-0.021	0.002	0.195	0.008	0.369	0.008	0.494	0.013
227	100	3.728	0.096	8.230	0.251	0.105	0.006	-0.021	0.002	0.194	0.008	0.369	0.008	0.495	0.013
228	100	3.698	0.095	8.170	0.255	0.104	0.006	-0.022	0.002	0.193	0.008	0.367	0.008	0.497	0.013
229	100	3.702	0.097	8.020	0.253	0.104	0.006	-0.023	0.002	0.192	0.008	0.367	0.008	0.498	0.013
230	100	3.692	0.096	8.010	0.258	0.105	0.006	-0.024	0.003	0.192	0.008	0.366	0.008	0.498	0.013
231	100	3.690	0.094	8.020	0.252	0.106	0.006	-0.022	0.002	0.191	0.008	0.365	0.008	0.500	0.013
232	100	3.656	0.093	7.980	0.249	0.105	0.006	-0.022	0.002	0.190	0.008	0.365	0.008	0.501	0.013
233	100	3.612	0.095	7.760	0.251	0.106	0.006	-0.026	0.003	0.189	0.008	0.363	0.008	0.502	0.013
234	100	3.586	0.093	7.700	0.248	0.106	0.006	-0.027	0.003	0.188	0.008	0.362	0.008	0.505	0.014
235	100	3.560	0.093	7.660	0.247	0.106	0.007	-0.027	0.003	0.187	0.008	0.361	0.008	0.507	0.014
236	100	3.546	0.093	7.600	0.249	0.107	0.006	-0.028	0.003	0.185	0.008	0.360	0.008	0.509	0.014
237	100	3.494	0.095	7.410	0.242	0.109	0.006	-0.029	0.003	0.185	0.008	0.359	0.008	0.510	0.014
238	100	3.466	0.093	7.400	0.239	0.109	0.007	-0.029	0.003	0.184	0.008	0.358	0.008	0.511	0.014
239	100	3.448	0.089	7.310	0.240	0.109	0.007	-0.030	0.003	0.183	0.008	0.357	0.008	0.513	0.014
240	100	3.458	0.091	7.240	0.227	0.109	0.007	-0.030	0.003	0.182	0.008	0.357	0.008	0.515	0.014
241	100	3.380	0.089	7.210	0.229	0.110	0.007	-0.030	0.003	0.180	0.008	0.356	0.008	0.516	0.014
242	100	3.354	0.089	7.040	0.231	0.111	0.007	-0.032	0.003	0.180	0.008	0.355	0.008	0.517	0.014
243	100	3.358	0.089	6.920	0.222	0.111	0.007	-0.033	0.003	0.179	0.008	0.354	0.008	0.518	0.014
244	100	3.388	0.092	6.920	0.219	0.112	0.007	-0.032	0.003	0.178	0.008	0.353	0.008	0.520	0.014
245	100	3.384	0.092	6.900	0.223	0.114	0.007	-0.034	0.003	0.177	0.008	0.352	0.008	0.521	0.014
246	100	3.376	0.094	6.890	0.226	0.114	0.007	-0.035	0.004	0.177	0.008	0.351	0.008	0.522	0.014
247	100	3.374	0.092	6.900	0.230	0.114	0.007	-0.035	0.004	0.176	0.008	0.351	0.008	0.524	0.014
248	100	3.332	0.089	6.820	0.217	0.116	0.007	-0.035	0.004	0.175	0.008	0.350	0.008	0.525	0.014
249	100	3.326	0.088	6.800	0.227	0.117	0.007	-0.036	0.004	0.174	0.008	0.349	0.009	0.527	0.014
250	100	3.324	0.088	6.800	0.230	0.119	0.007	-0.036	0.004	0.174	0.008	0.349	0.009	0.528	0.014
251	100	3.286	0.087	6.740	0.226	0.122	0.007	-0.037	0.004	0.173	0.008	0.348	0.008	0.529	0.014
252	100	3.288	0.089	6.660	0.231	0.121	0.008	-0.038	0.004	0.172	0.009	0.347	0.009	0.531	0.014
253	100	3.270	0.089	6.560	0.220	0.122	0.008	-0.042	0.006	0.171	0.009	0.347	0.009	0.532	0.014
254	100	3.260	0.088	6.500	0.217	0.122	0.008	-0.042	0.006	0.171	0.009	0.346	0.009	0.533	0.014
255	100	3.238	0.084	6.400	0.210	0.123	0.007	-0.043	0.006	0.170	0.008	0.345	0.009	0.534	0.014
256	100	3.168	0.081	6.310	0.205	0.126	0.008	-0.044	0.006	0.169	0.008	0.344	0.009	0.536	0.014
257	100	3.154	0.081	6.300	0.212	0.129	0.008	-0.045	0.006	0.167	0.008	0.343	0.009	0.540	0.014
258	100	3.134	0.080	6.220	0.209	0.126	0.008	-0.046	0.006	0.166	0.008	0.342	0.009	0.540	0.014
259	100	3.158	0.084	6.220	0.205	0.130	0.008	-0.045	0.006	0.165	0.008	0.341	0.009	0.542	0.015
260	100	3.118	0.085	6.120	0.206	0.132	0.008	-0.048	0.006	0.165	0.008	0.340	0.009	0.543	0.015
261	100	3.104	0.084	6.050	0.198	0.134	0.008	-0.048	0.006	0.163	0.008	0.339	0.009	0.546	0.015
262	100	3.082	0.081	6.070	0.203	0.137	0.008	-0.048	0.006	0.162	0.008	0.338	0.009	0.549	0.015
263	100	3.102	0.084	6.040	0.198	0.138	0.008	-0.049	0.006	0.161	0.009	0.338	0.009	0.552	0.015
264	100	3.114	0.086	6.070	0.210	0.138	0.008	-0.050	0.006	0.160	0.008	0.337	0.009	0.554	0.015
265	100	3.098	0.085	5.990	0.208	0.137	0.008	-0.051	0.006	0.158	0.009	0.336	0.009	0.556	0.015
266	100	3.072	0.085	5.930	0.210	0.140	0.007	-0.052	0.006	0.158	0.009	0.336	0.009	0.558	0.015
267	100	3.088	0.087	5.910	0.214	0.140	0.007	-0.054	0.006	0.157	0.008	0.335	0.009	0.560	0.015
268	100	3.066	0.087	5.860	0.216	0.141	0.007	-0.058	0.008	0.156	0.009	0.334	0.009	0.562	0.015
269	100	3.070	0.088	5.840	0.216	0.141	0.007	-0.058	0.008	0.155	0.008	0.334	0.009	0.564	0.015
270	100	3.024	0.085	5.740	0.216	0.145	0.008	-0.060	0.008	0.154	0.009	0.333	0.009	0.565	0.015
271	100	3.018	0.086	5.660	0.204	0.147	0.008	-0.061	0.008	0.154	0.009	0.332	0.009	0.566	0.015
272	100	3.006	0.084	5.730	0.208	0.147	0.008	-0.063	0.009	0.152	0.008	0.331	0.009	0.568	0.015
273	100	2.966	0.083	5.590	0.209	0.152	0.008	-0.067	0.009	0.151	0.008	0.330	0.009	0.571	0.015
274	100	2.946	0.082	5.530	0.212	0.152	0.008	-0.073	0.010	0.150	0.008	0.329	0.009	0.574	0.015
275	100	2.932	0.081	5.530	0.212	0.153	0.008	-0.073	0.010	0.149	0.008	0.328	0.009	0.575	0.015
276	100	2.920	0.080	5.440	0.208	0.155	0.008	-0.074	0.010	0.148	0.008	0.327	0.009	0.577	0.015
277	100	2.900	0.077	5.370	0.199	0.155	0.008	-0.075	0.010	0.147	0.008	0.327	0.009	0.578	0.015
278	100	2.890	0.079	5.330	0.197	0.157	0.008	-0.076	0.010	0.146	0.008	0.326	0.009	0.580	0.015
279	100	2.888	0.078	5.300	0.198	0.158	0.008	-0.077	0.010	0.146	0.008	0.325	0.009	0.580	0.015
280	100	2.866	0.077	5.270	0.188	0.155	0.008	-0.073	0.009	0.145	0.008	0.325	0.009	0.583	0.015
281	100	2.812	0.075	5.190	0.191	0.159	0.008	-0.076	0.009	0.144	0.008	0.324	0.009	0.584	0.015
282	100	2.812	0.076	5.190	0.191	0.159	0.008	-0.078	0.010	0.144	0.008	0.324	0.009	0.584	0.015
283	100	2.820	0.078	5.210	0.197	0.159	0.008	-0.079	0.010	0.143	0.008	0.323	0.009	0.586	0.015
284	100	2.792	0.077	5.190	0.205	0.161	0.008	-0.086	0.012	0.142	0.008	0.322	0.008	0.587	0.015
285	100	2.768	0.075	5.120	0.199	0.162	0.008	-0.087	0.012	0.142	0.008	0.321	0.008	0.589	0.015
286	100	2.778	0.075	5.130	0.197	0.160	0.008	-0.084	0.011	0.141	0.008	0.320	0.008	0.590	0.015
287	100	2.764	0.075	5.110	0.196	0.161	0.008	-0.084	0.011	0.140	0.008	0.319	0.008	0.593	0.015
288	100	2.766	0.076	5.110	0.205	0.163	0.008	-0.088	0.011	0.139	0.008	0.319	0.008	0.594	0.015
289	100	2.758	0.076	5.120	0.207	0.163	0.008	-0.088	0.011	0.138	0.008	0.318	0.008	0.597	0.016
290	100	2.768	0.076	5.140	0.201	0.163	0.008	-0.087	0.011	0.137	0.008	0.317	0.008	0.599	0.016
291	100	2.770	0.080	5.190	0.204	0.160	0.008	-0.086	0.011	0.136	0.008	0.317	0.008	0.601	0.016
292	100	2.760	0.079	5.230	0.213	0.161	0.008	-0.086	0.012	0.136	0.008	0.316	0.008	0.602	0.016
293	100	2.718	0.074	5.130	0.201	0.162	0.008	-0.087	0.011	0.135	0.008	0.316	0.008	0.604	0.016
294	100	2.674	0.073	5.010	0.197	0.165	0.008	-0.093	0.012	0.134	0.008	0.315	0.008	0.606	0.016
295	100	2.662	0.073	4.970	0.198	0.167	0.008	-0.098	0.013	0.134	0.008	0.314	0.008	0.606	0.016
296	100	2.632	0.072	4.860	0.181	0.166	0.008	-0.099	0.013	0.133	0.008	0.314	0.008	0.607	0.016
297	100	2.612	0.070	4.810	0.174	0.170	0.008	-0.096	0.012	0.132	0.008	0.314	0.008	0.609	0.016
298	100	2.604	0.069	4.810	0.172	0.174	0.008	-0.096	0.012	0.132	0.008	0.313	0.008	0.609	0.016
299	100	2.596	0.068	4.790	0.175	0.176	0.008	-0.097	0.012	0.132	0.008	0.313	0.008	0.611	0.016
300	100	2.598	0.069	4.790	0.179	0.174	0.008	-0.099	0.012	0.131	0.008	0.312	0.008	0.612	0.016
301	100	2.536	0.068	4.680	0.175	0.177	0.008	-0.103	0.012	0.131	0.008	0.312	0.008	0.612	0.016
302	100	2.514	0.066	4.680	0.173	0.175	0.008	-0.097	0.011	0.130	0.008	0.311	0.008	0.614	0.016
303	100	2.510	0.066	4.650	0.171	0.173	0.008	-0.097	0.011	0.130	0.008	0.311	0.008	0.614	0.016
304	100	2.506	0.066	4.650	0.170	0.174	0.008	-0.098	0.011	0.130	0.008	0.311	0.008	0.614	0.016
305	100	2.490	0.064	4.590	0.168	0.175	0.008	-0.099	0.011	0.129	0.008	0.311	0.008	0.615	0.016
306	100	2.492	0.067	4.560	0.174	0.175	0.008	-0.103	0.011	0.129	0.008	0.310	0.008	0.616	0.016
307	100	2.486	0.066	4.560	0.175	0.175	0.008	-0.104	0.011	0.128	0.008	0.310	0.008	0.616	0.016
308	100	2.486	0.066	4.560	0.174	0.176	0.008	-0.104	0.011	0.128	0.008	0.309	0.008	0.617	0.016
309	100	2.500	0.068	4.540	0.171	0.175	0.008	-0.107	0.012	0.127	0.008	0.309	0.008	0.619	0.017
310	100	2.478	0.068	4.500	0.174	0.176	0.008	-0.114	0.013	0.126	0.008	0.308	0.008	0.622	0.017
311	100	2.462	0.067	4.470	0.171	0.177	0.008	-0.115	0.013	0.126	0.008	0.308	0.008	0.623	0.017
312	100	2.430	0.065	4.370	0.158	0.182	0.008	-0.116	0.013	0.125	0.008	0.307	0.008	0.623	0.017
313	100	2.410	0.065	4.260	0.152	0.182	0.008	-0.122	0.013	0.125	0.008	0.307	0.008	0.624	0.017
314	100	2.376	0.065	4.200	0.154	0.183	0.008	-0.130	0.014	0.125	0.008	0.306	0.008	0.624	0.017
315	100	2.368	0.065	4.220	0.154	0.179	0.008	-0.127	0.014	0.125	0.008	0.307	0.008	0.624	0.017
316	100	2.354	0.066	4.150	0.150	0.180	0.008	-0.134	0.014	0.124	0.008	0.306	0.008	0.626	0.017
317	100	2.346	0.068	4.120	0.151	0.180	0.008	-0.138	0.015	0.124	0.008	0.306	0.008	0.626	0.017
318	100	2.350	0.068	4.130	0.156	0.179	0.008	-0.138	0.015	0.124	0.008	0.306	0.008	0.626	0.017
319	100	2.336	0.066	4.090	0.156	0.181	0.008	-0.142	0.015	0.123	0.008	0.305	0.008	0.628	0.017
320	100	2.324	0.066	4.070	0.160	0.181	0.008	-0.141	0.015	0.123	0.008	0.305	0.008	0.628	0.017
321	100	2.310	0.063	4.050	0.160	0.181	0.008	-0.142	0.015	0.123	0.008	0.304	0.008	0.628	0.017
322	100	2.306	0.063	4.100	0.165	0.179	0.008	-0.140	0.015	0.123	0.008	0.304	0.008	0.629	0.018
323	100	2.316	0.065	4.080	0.161	0.180	0.008	-0.141	0.015	0.122	0.008	0.303	0.008	0.630	0.018
324	100	2.286	0.064	4.040	0.158	0.179	0.008	-0.142	0.015	0.122	0.008	0.303	0.008	0.631	0.018
325	100	2.270	0.064	4.020	0.155	0.180	0.008	-0.142	0.015	0.122	0.008	0.303	0.008	0.632	0.018
326	100	2.256	0.063	3.990	0.155	0.180	0.008	-0.146	0.015	0.122	0.008	0.303	0.008	0.632	0.018
327	100	2.264	0.064	3.980	0.154	0.181	0.008	-0.146	0.015	0.121	0.008	0.303	0.008	0.634	0.018
328	100	2.234	0.064	3.920	0.153	0.187	0.008	-0.150	0.015	0.120	0.008	0.302	0.008	0.636	0.018
329	100	2.258	0.065	3.920	0.156	0.186	0.008	-0.146	0.015	0.119	0.008	0.302	0.008	0.639	0.018
330	100	2.232	0.063	3.890	0.154	0.187	0.009	-0.147	0.015	0.118	0.008	0.301	0.008	0.640	0.018
331	100	2.208	0.061	3.850	0.153	0.188	0.009	-0.149	0.015	0.118	0.008	0.301	0.008	0.641	0.018
332	100	2.210	0.062	3.800	0.154	0.188	0.009	-0.155	0.015	0.118	0.008	0.300	0.008	0.642	0.018
333	100	2.192	0.060	3.760	0.148	0.192	0.009	-0.158	0.015	0.118	0.008	0.300	0.008	0.642	0.018
334	100	2.182	0.060	3.740	0.147	0.192	0.009	-0.162	0.016	0.117	0.008	0.300	0.008	0.643	0.018
335	100	2.200	0.061	3.750	0.151	0.191	0.009	-0.162	0.016	0.117	0.008	0.299	0.008	0.645	0.018
336	100	2.176	0.062	3.730	0.156	0.192	0.009	-0.164	0.015	0.117	0.008	0.299	0.008	0.645	0.018
337	100	2.166	0.061	3.690	0.156	0.191	0.009	-0.169	0.016	0.117	0.008	0.299	0.008	0.646	0.018
338	100	2.166	0.064	3.650	0.156	0.191	0.009	-0.174	0.016	0.116	0.008	0.299	0.008	0.647	0.018
339	100	2.152	0.063	3.640	0.159	0.190	0.009	-0.178	0.016	0.116	0.008	0.299	0.008	0.647	0.018
340	100	2.150	0.063	3.630	0.159	0.191	0.009	-0.178	0.016	0.116	0.008	0.298	0.008	0.647	0.018
341	100	2.146	0.063	3.610	0.158	0.192	0.009	-0.179	0.016	0.116	0.009	0.298	0.008	0.648	0.018
342	100	2.150	0.064	3.600	0.160	0.190	0.009	-0.182	0.016	0.115	0.009	0.297	0.008	0.649	0.019
343	100	2.168	0.066	3.630	0.162	0.187	0.009	-0.179	0.016	0.115	0.009	0.298	0.008	0.650	0.019
344	100	2.160	0.066	3.620	0.161	0.186	0.009	-0.179	0.016	0.115	0.009	0.297	0.008	0.651	0.019
345	100	2.144	0.064	3.600	0.160	0.188	0.009	-0.180	0.016	0.115	0.008	0.297	0.008	0.651	0.019
346	100	2.136	0.063	3.620	0.160	0.190	0.009	-0.179	0.016	0.114	0.008	0.296	0.008	0.653	0.019
347	100	2.122	0.060	3.610	0.158	0.190	0.009	-0.178	0.016	0.114	0.009	0.296	0.008	0.654	0.019
348	100	2.112	0.060	3.560	0.155	0.192	0.009	-0.183	0.016	0.113	0.009	0.296	0.008	0.655	0.019
349	100	2.098	0.059	3.500	0.150	0.192	0.009	-0.182	0.016	0.113	0.008	0.296	0.008	0.656	0.019
350	100	2.126	0.064	3.550	0.156	0.187	0.009	-0.178	0.016	0.112	0.009	0.295	0.008	0.658	0.019
351	100	2.114	0.062	3.550	0.156	0.187	0.009	-0.178	0.016	0.112	0.009	0.295	0.008	0.658	0.019
352	100	2.122	0.061	3.560	0.153	0.186	0.009	-0.169	0.016	0.112	0.009	0.295	0.008	0.657	0.019
353	100	2.116	0.062	3.570	0.157	0.189	0.009	-0.170	0.016	0.112	0.009	0.294	0.008	0.658	0.019
354	100	2.112	0.061	3.590	0.157	0.190	0.009	-0.166	0.015	0.112	0.009	0.294	0.008	0.658	0.020
355	100	2.092	0.060	3.530	0.151	0.193	0.010	-0.169	0.015	0.111	0.009	0.294	0.008	0.660	0.020
356	100	2.092	0.060	3.530	0.151	0.193	0.010	-0.168	0.015	0.111	0.009	0.293	0.008	0.661	0.019
357	100	2.096	0.061	3.500	0.150	0.195	0.010	-0.174	0.016	0.110	0.009	0.292	0.008	0.662	0.020
358	100	2.102	0.063	3.500	0.146	0.195	0.010	-0.174	0.016	0.110	0.009	0.292	0.008	0.664	0.020
359	100	2.080	0.060	3.470	0.144	0.196	0.009	-0.175	0.016	0.109	0.009	0.291	0.008	0.665	0.020
360	100	2.068	0.061	3.410	0.144	0.194	0.009	-0.178	0.016	0.109	0.008	0.291	0.008	0.665	0.020
361	100	2.056	0.058	3.410	0.146	0.196	0.009	-0.181	0.016	0.108	0.008	0.291	0.008	0.667	0.020
362	100	2.052	0.059	3.390	0.144	0.196	0.009	-0.182	0.016	0.107	0.008	0.290	0.008	0.668	0.019
363	100	2.038	0.057	3.350	0.139	0.196	0.009	-0.184	0.016	0.106	0.008	0.290	0.008	0.671	0.019
364	100	2.036	0.058	3.340	0.136	0.196	0.009	-0.184	0.016	0.106	0.008	0.289	0.008	0.673	0.019
365	100	2.022	0.057	3.320	0.132	0.195	0.009	-0.184	0.016	0.105	0.008	0.288	0.008	0.674	0.019
366	100	2.002	0.055	3.280	0.129	0.193	0.009	-0.188	0.016	0.105	0.008	0.288	0.008	0.674	0.019
367	100	1.998	0.055	3.290	0.130	0.192	0.009	-0.188	0.016	0.105	0.008	0.288	0.008	0.674	0.019
368	100	1.976	0.054	3.290	0.134	0.193	0.009	-0.192	0.017	0.105	0.008	0.288	0.008	0.674	0.019
369	100	1.970	0.055	3.280	0.134	0.192	0.009	-0.192	0.017	0.105	0.008	0.288	0.008	0.675	0.019
370	100	1.960	0.055	3.280	0.134	0.193	0.009	-0.192	0.017	0.104	0.008	0.287	0.008	0.675	0.019
371	100	1.946	0.053	3.250	0.129	0.192	0.009	-0.193	0.017	0.104	0.008	0.287	0.008	0.675	0.019
372	100	1.946	0.055	3.240	0.127	0.193	0.009	-0.194	0.017	0.103	0.008	0.286	0.008	0.677	0.019
373	100	1.934	0.053	3.200	0.124	0.194	0.009	-0.198	0.017	0.103	0.008	0.286	0.008	0.678	0.019
374	100	1.934	0.054	3.200	0.122	0.192	0.009	-0.197	0.017	0.102	0.008	0.286	0.008	0.680	0.019
375	100	1.934	0.054	3.250	0.135	0.189	0.009	-0.197	0.017	0.102	0.008	0.286	0.008	0.681	0.019
376	100	1.920	0.054	3.240	0.133	0.191	0.009	-0.197	0.017	0.101	0.008	0.285	0.008	0.682	0.019
377	100	1.914	0.054	3.230	0.132	0.190	0.009	-0.198	0.017	0.101	0.008	0.285	0.008	0.683	0.019
378	100	1.900	0.054	3.220	0.131	0.189	0.009	-0.198	0.017	0.100	0.008	0.285	0.008	0.685	0.019
379	100	1.894	0.053	3.210	0.128	0.190	0.009	-0.199	0.017	0.099	0.008	0.284	0.008	0.688	0.019
380	100	1.882	0.053	3.170	0.126	0.188	0.009	-0.203	0.017	0.099	0.008	0.284	0.008	0.690	0.019
381	100	1.878	0.053	3.160	0.125	0.188	0.009	-0.204	0.017	0.097	0.008	0.283	0.007	0.693	0.019
382	100	1.874	0.053	3.160	0.124	0.187	0.009	-0.204	0.017	0.097	0.008	0.282	0.007	0.695	0.018
383	100	1.858	0.053	3.130	0.125	0.186	0.009	-0.211	0.017	0.096	0.008	0.282	0.007	0.697	0.018
384	100	1.852	0.053	3.090	0.122	0.185	0.009	-0.218	0.018	0.096	0.008	0.282	0.007	0.698	0.019
385	100	1.858	0.054	3.110	0.124	0.183	0.009	-0.217	0.018	0.095	0.008	0.281	0.007	0.700	0.019
386	100	1.848	0.054	3.080	0.118	0.182	0.009	-0.218	0.018	0.095	0.008	0.281	0.007	0.701	0.019
387	100	1.834	0.054	3.040	0.117	0.183	0.009	-0.225	0.018	0.094	0.008	0.281	0.008	0.702	0.018
388	100	1.842	0.054	3.060	0.117	0.182	0.009	-0.222	0.018	0.094	0.008	0.281	0.008	0.704	0.018
389	100	1.838	0.054	3.020	0.115	0.182	0.009	-0.228	0.018	0.093	0.008	0.280	0.008	0.707	0.018
390	100	1.830	0.054	3.010	0.114	0.181	0.010	-0.229	0.018	0.092	0.008	0.280	0.008	0.709	0.018
391	100	1.820	0.054	3.010	0.114	0.177	0.010	-0.229	0.018	0.091	0.008	0.279	0.008	0.710	0.018
392	100	1.828	0.054	3.030	0.116	0.179	0.010	-0.229	0.018	0.091	0.007	0.279	0.008	0.711	0.018
393	100	1.836	0.055	3.060	0.122	0.179	0.010	-0.230	0.018	0.091	0.008	0.278	0.008	0.711	0.018
394	100	1.842	0.060	3.070	0.122	0.177	0.010	-0.222	0.018	0.090	0.007	0.278	0.007	0.712	0.018
395	100	1.836	0.061	3.070	0.122	0.175	0.010	-0.221	0.018	0.090	0.008	0.278	0.008	0.713	0.018
396	100	1.830	0.060	3.040	0.119	0.175	0.010	-0.225	0.018	0.089	0.007	0.277	0.007	0.715	0.018
397	100	1.830	0.059	3.030	0.119	0.174	0.010	-0.228	0.019	0.090	0.008	0.277	0.008	0.714	0.018
398	100	1.842	0.062	3.020	0.115	0.173	0.010	-0.234	0.019	0.090	0.008	0.277	0.008	0.715	0.018
399	100	1.842	0.062	3.000	0.112	0.172	0.010	-0.234	0.018	0.090	0.008	0.278	0.008	0.715	0.018
400	100	1.820	0.059	3.010	0.111	0.174	0.010	-0.230	0.018	0.088	0.007	0.277	0.007	0.718	0.018
401	100	1.782	0.056	2.990	0.120	0.173	0.010	-0.236	0.018	0.088	0.007	0.277	0.007	0.718	0.018
402	100	1.818	0.056	3.050	0.124	0.172	0.010	-0.228	0.018	0.089	0.007	0.277	0.007	0.715	0.018
403	100	1.810	0.056	3.010	0.110	0.172	0.010	-0.228	0.018	0.088	0.007	0.277	0.007	0.717	0.018
404	100	1.806	0.055	2.970	0.108	0.173	0.010	-0.233	0.018	0.089	0.007	0.277	0.008	0.717	0.018
405	100	1.796	0.054	2.970	0.108	0.173	0.009	-0.233	0.018	0.088	0.007	0.276	0.008	0.719	0.018
406	100	1.790	0.055	2.980	0.109	0.175	0.009	-0.233	0.018	0.088	0.008	0.277	0.008	0.719	0.018
407	100	1.782	0.056	2.960	0.108	0.171	0.009	-0.234	0.018	0.089	0.008	0.277	0.008	0.720	0.018
408	100	1.800	0.056	3.000	0.115	0.171	0.009	-0.230	0.018	0.089	0.008	0.277	0.008	0.719	0.018
409	100	1.796	0.054	3.010	0.114	0.171	0.009	-0.227	0.018	0.088	0.008	0.276	0.008	0.721	0.018
410	100	1.790	0.055	3.000	0.120	0.168	0.009	-0.231	0.018	0.087	0.008	0.276	0.008	0.723	0.018
411	100	1.782	0.052	3.010	0.121	0.173	0.009	-0.231	0.018	0.088	0.008	0.276	0.007	0.720	0.018
412	100	1.798	0.052	3.050	0.120	0.174	0.009	-0.229	0.018	0.088	0.007	0.277	0.007	0.718	0.018
413	100	1.792	0.051	3.040	0.120	0.174	0.009	-0.230	0.018	0.088	0.007	0.277	0.007	0.717	0.018
414	100	1.794	0.053	3.060	0.128	0.171	0.009	-0.230	0.018	0.088	0.007	0.276	0.007	0.718	0.018
415	100	1.784	0.053	3.030	0.127	0.170	0.009	-0.235	0.018	0.088	0.007	0.276	0.007	0.719	0.018
416	100	1.780	0.052	3.030	0.127	0.170	0.009	-0.235	0.018	0.087	0.007	0.276	0.007	0.718	0.018
417	100	1.770	0.051	3.010	0.123	0.171	0.009	-0.235	0.018	0.087	0.007	0.275	0.007	0.718	0.017
418	100	1.764	0.049	2.980	0.116	0.171	0.009	-0.239	0.018	0.088	0.007	0.275	0.007	0.717	0.018
419	100	1.766	0.050	2.970	0.117	0.172	0.009	-0.234	0.018	0.087	0.007	0.275	0.007	0.718	0.018
420	100	1.790	0.053	2.980	0.113	0.174	0.009	-0.236	0.018	0.087	0.007	0.275	0.007	0.718	0.018
421	100	1.788	0.050	3.010	0.122	0.176	0.009	-0.235	0.018	0.089	0.007	0.276	0.007	0.714	0.017
422	100	1.776	0.049	3.000	0.118	0.178	0.009	-0.235	0.018	0.089	0.007	0.276	0.007	0.713	0.018
423	100	1.762	0.048	2.980	0.115	0.180	0.009	-0.238	0.018	0.089	0.007	0.276	0.007	0.714	0.018
424	100	1.776	0.051	3.060	0.128	0.177	0.009	-0.233	0.018	0.089	0.007	0.275	0.007	0.715	0.018
425	100	1.768	0.051	3.020	0.124	0.177	0.008	-0.240	0.018	0.088	0.007	0.275	0.007	0.716	0.018
426	100	1.788	0.054	3.060	0.127	0.172	0.008	-0.236	0.018	0.089	0.008	0.276	0.007	0.715	0.018
427	100	1.784	0.055	3.100	0.132	0.172	0.009	-0.232	0.018	0.089	0.008	0.276	0.007	0.717	0.018
428	100	1.804	0.058	3.130	0.139	0.174	0.009	-0.225	0.018	0.089	0.007	0.276	0.007	0.716	0.018
429	100	1.782	0.055	3.130	0.139	0.175	0.009	-0.226	0.018	0.087	0.007	0.275	0.007	0.720	0.018
430	100	1.774	0.054	3.120	0.138	0.175	0.009	-0.226	0.018	0.087	0.007	0.275	0.007	0.721	0.018
431	100	1.782	0.053	3.130	0.139	0.176	0.009	-0.217	0.018	0.087	0.007	0.275	0.007	0.720	0.018
432	100	1.776	0.052	3.130	0.139	0.174	0.009	-0.217	0.018	0.087	0.007	0.275	0.007	0.721	0.018
433	100	1.776	0.054	3.180	0.144	0.173	0.009	-0.213	0.018	0.087	0.007	0.275	0.007	0.722	0.018
434	100	1.802	0.057	3.220	0.140	0.176	0.009	-0.202	0.017	0.088	0.008	0.275	0.007	0.719	0.018
435	100	1.780	0.054	3.150	0.136	0.175	0.009	-0.202	0.017	0.088	0.008	0.275	0.007	0.719	0.018
436	100	1.782	0.056	3.160	0.138	0.174	0.009	-0.202	0.017	0.088	0.008	0.275	0.007	0.720	0.018
437	100	1.768	0.053	3.130	0.135	0.175	0.008	-0.206	0.017	0.087	0.008	0.275	0.007	0.720	0.018
438	100	1.786	0.054	3.180	0.133	0.174	0.009	-0.203	0.017	0.087	0.007	0.275	0.007	0.720	0.018
439	100	1.772	0.055	3.160	0.132	0.173	0.009	-0.206	0.017	0.087	0.007	0.275	0.007	0.721	0.018
440	100	1.764	0.055	3.140	0.127	0.173	0.009	-0.206	0.017	0.086	0.007	0.274	0.007	0.722	0.018
441	100	1.776	0.057	3.160	0.131	0.173	0.009	-0.208	0.018	0.087	0.007	0.274	0.007	0.719	0.018
442	100	1.808	0.059	3.270	0.143	0.173	0.009	-0.203	0.017	0.087	0.007	0.275	0.007	0.721	0.018
443	100	1.814	0.058	3.290	0.147	0.175	0.009	-0.203	0.018	0.086	0.007	0.275	0.007	0.721	0.017
444	100	1.816	0.060	3.340	0.161	0.172	0.009	-0.205	0.018	0.086	0.007	0.275	0.007	0.720	0.017
