Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=50, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NPOLL	ERR1	VPOLL	ERR2	SDS1	ERR3	VFSD1	ERR4	VMSD1	ERR5	SDS2	ERR6	VFSD2	ERR7	VMSD2	ERR8
0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	0.847	0.013	0.180	0.008	8.121	0.122	14846.616	443.541	14.480	0.769	0.051	0.002	0.529	0.050	0.062	0.006
2	0.873	0.013	0.192	0.008	11.905	0.172	32004.088	903.396	31.106	1.579	0.100	0.003	2.137	0.138	0.104	0.004
3	0.881	0.013	0.217	0.008	15.348	0.225	53034.199	1508.324	57.322	2.650	0.169	0.004	4.345	0.274	0.429	0.025
4	0.865	0.015	0.233	0.008	18.006	0.277	75695.812	2269.015	96.915	3.743	0.217	0.004	6.226	0.250	1.486	0.103
5	0.840	0.015	0.248	0.008	19.717	0.308	99475.656	3153.482	150.488	4.434	0.216	0.004	6.448	0.246	1.843	0.112
6	0.816	0.014	0.269	0.007	20.699	0.319	122453.383	3962.322	211.051	4.200	0.203	0.004	6.361	0.238	1.671	0.097
7	0.788	0.015	0.264	0.007	21.529	0.344	147983.734	5024.781	271.553	4.965	0.186	0.003	5.916	0.231	1.463	0.079
8	0.763	0.015	0.266	0.007	22.292	0.380	175373.406	6241.863	333.272	5.785	0.181	0.003	6.339	0.251	1.424	0.077
9	0.744	0.015	0.272	0.007	22.956	0.419	203380.953	7640.537	396.190	6.322	0.161	0.003	5.606	0.167	1.174	0.071
10	0.737	0.016	0.267	0.007	23.793	0.443	238600.938	9070.900	452.882	7.545	0.152	0.003	5.230	0.216	1.287	0.067
11	0.739	0.017	0.260	0.007	25.006	0.453	281396.312	10183.451	510.280	8.859	0.148	0.003	5.443	0.234	1.129	0.074
12	0.726	0.017	0.264	0.007	25.720	0.501	318591.375	12124.465	573.302	9.629	0.139	0.003	5.401	0.230	0.991	0.059
13	0.713	0.017	0.267	0.006	26.359	0.521	357567.469	13906.410	638.021	10.120	0.131	0.002	4.987	0.175	0.962	0.047
14	0.703	0.017	0.267	0.006	27.197	0.551	403952.156	15857.628	705.256	10.360	0.119	0.002	4.256	0.166	0.805	0.039
15	0.700	0.017	0.263	0.006	28.166	0.574	455980.812	17995.748	773.228	10.964	0.119	0.003	4.686	0.213	0.860	0.054
16	0.688	0.017	0.269	0.006	28.956	0.597	503613.438	19943.170	849.030	11.153	0.110	0.002	4.278	0.143	0.704	0.046
17	0.675	0.016	0.268	0.005	29.513	0.617	548990.938	22106.400	924.409	10.760	0.105	0.002	4.052	0.136	0.721	0.036
18	0.664	0.015	0.273	0.005	30.201	0.648	596878.500	24447.734	1006.626	10.655	0.102	0.002	3.898	0.134	0.763	0.035
19	0.674	0.016	0.268	0.007	31.560	0.682	673738.062	28372.598	1074.290	12.676	0.100	0.002	3.883	0.158	0.706	0.035
20	0.673	0.016	0.266	0.007	32.471	0.690	737097.625	31027.473	1135.397	13.343	0.095	0.002	3.600	0.139	0.652	0.040
21	0.675	0.017	0.265	0.008	33.212	0.733	797432.562	36982.613	1170.643	14.872	0.091	0.002	3.356	0.163	0.635	0.031
22	0.677	0.017	0.262	0.008	33.996	0.754	856451.500	39354.348	1200.499	15.893	0.088	0.001	3.291	0.122	0.577	0.032
23	0.665	0.017	0.264	0.007	34.263	0.773	890229.188	41857.883	1237.177	15.659	0.086	0.002	3.174	0.121	0.627	0.033
24	0.654	0.016	0.266	0.007	34.491	0.801	923241.250	44853.289	1276.811	14.862	0.082	0.002	2.901	0.113	0.620	0.038
25	0.644	0.016	0.268	0.006	34.696	0.817	954315.125	47385.805	1317.406	14.021	0.080	0.002	2.847	0.112	0.583	0.026
26	0.651	0.018	0.260	0.008	35.506	0.932	1025915.625	58160.168	1338.372	16.610	0.076	0.001	2.546	0.109	0.587	0.039
27	0.656	0.019	0.260	0.009	36.220	0.965	1086968.375	63335.773	1366.926	18.033	0.076	0.001	2.623	0.099	0.562	0.029
28	0.655	0.020	0.255	0.009	36.785	1.051	1138897.250	69861.906	1386.183	18.711	0.075	0.001	2.588	0.099	0.545	0.034
29	0.654	0.020	0.254	0.009	37.230	1.078	1077391.625	96646.477	1407.861	18.571	0.072	0.002	2.361	0.117	0.528	0.034
30	0.660	0.020	0.250	0.009	37.969	1.098	1141937.500	97713.102	1426.760	18.563	0.071	0.001	2.295	0.093	0.560	0.025
31	0.656	0.019	0.253	0.008	38.274	1.104	1178625.250	97345.719	1453.847	17.299	0.073	0.001	2.499	0.102	0.633	0.039
32	0.652	0.020	0.253	0.008	38.453	1.134	1104561.250	119587.508	1472.633	16.949	0.072	0.001	2.387	0.101	0.591	0.034
33	0.645	0.018	0.257	0.007	38.347	1.086	1108548.125	121545.219	1496.821	15.653	0.072	0.001	2.411	0.088	0.658	0.035
34	0.635	0.018	0.258	0.006	38.314	1.090	1021596.750	136476.344	1523.242	14.545	0.070	0.001	2.239	0.082	0.623	0.029
35	0.637	0.018	0.259	0.006	38.664	1.094	1147379.500	121856.859	1544.512	13.039	0.067	0.002	2.103	0.096	0.587	0.039
36	0.640	0.018	0.255	0.006	39.212	1.125	1107586.250	132721.031	1561.272	12.204	0.068	0.001	2.156	0.098	0.641	0.034
37	0.650	0.020	0.251	0.007	39.995	1.197	984994.188	160526.000	1565.215	13.976	0.071	0.001	2.294	0.096	0.696	0.039
38	0.653	0.019	0.252	0.007	40.492	1.162	1022440.562	159397.484	1579.411	13.887	0.070	0.001	2.250	0.094	0.711	0.038
39	0.641	0.017	0.257	0.006	40.071	1.125	1093136.375	147912.750	1603.628	12.455	0.068	0.001	2.179	0.090	0.727	0.035
40	0.645	0.018	0.253	0.006	40.544	1.139	1132318.500	149400.891	1616.318	13.195	0.067	0.001	2.150	0.090	0.604	0.038
41	0.646	0.017	0.252	0.005	40.909	1.105	1064225.000	163009.453	1634.148	11.637	0.067	0.001	2.124	0.096	0.645	0.044
42	0.639	0.016	0.255	0.005	40.705	1.099	1051595.000	162201.000	1652.138	11.371	0.069	0.002	2.214	0.096	0.710	0.046
43	0.646	0.018	0.253	0.006	41.062	1.117	994229.188	172959.344	1648.592	14.441	0.067	0.001	2.093	0.092	0.701	0.039
44	0.653	0.020	0.245	0.007	41.600	1.233	956199.375	180488.375	1639.101	18.468	0.067	0.001	2.102	0.086	0.634	0.034
45	0.654	0.020	0.246	0.008	41.739	1.254	889541.812	184027.453	1642.698	20.312	0.068	0.001	2.176	0.070	0.784	0.043
46	0.646	0.019	0.249	0.008	41.476	1.247	775338.750	193019.344	1652.801	19.797	0.066	0.001	2.067	0.075	0.670	0.032
47	0.640	0.019	0.251	0.007	41.200	1.246	763592.062	190837.141	1659.916	19.206	0.066	0.001	2.105	0.074	0.675	0.038
48	0.632	0.018	0.254	0.006	40.846	1.184	830025.375	186044.281	1677.443	17.251	0.066	0.001	2.027	0.086	0.742	0.047
49	0.626	0.018	0.256	0.006	40.584	1.192	817348.875	184395.375	1683.887	16.805	0.065	0.001	2.013	0.082	0.733	0.039
50	0.630	0.018	0.254	0.006	41.069	1.221	846987.062	183554.078	1685.730	17.967	0.067	0.001	2.123	0.077	0.750	0.047
51	0.628	0.018	0.253	0.006	40.963	1.211	837438.562	183332.922	1689.840	17.739	0.064	0.001	1.947	0.087	0.743	0.043
52	0.623	0.017	0.256	0.005	40.402	1.168	971381.250	162858.719	1693.904	17.071	0.068	0.001	2.186	0.090	0.819	0.052
53	0.616	0.016	0.259	0.005	39.998	1.126	1028320.500	152223.062	1700.146	16.152	0.067	0.001	2.086	0.080	0.780	0.047
54	0.610	0.015	0.264	0.004	39.497	1.054	1088327.750	142596.797	1706.118	14.510	0.065	0.001	1.955	0.079	0.769	0.038
55	0.610	0.015	0.258	0.005	39.678	0.999	1200687.000	126125.109	1712.224	14.215	0.064	0.001	1.880	0.087	0.737	0.048
56	0.609	0.015	0.262	0.004	39.508	1.003	1191250.000	126351.094	1712.767	14.213	0.065	0.001	1.983	0.088	0.749	0.042
57	0.608	0.016	0.259	0.005	39.607	1.047	1186409.500	126415.969	1707.983	15.604	0.066	0.001	2.016	0.082	0.800	0.048
58	0.606	0.017	0.258	0.005	39.462	1.105	1086054.500	139229.812	1703.188	16.458	0.068	0.001	2.144	0.076	0.784	0.046
59	0.609	0.015	0.261	0.004	39.654	1.012	1090986.000	135953.516	1716.983	15.295	0.066	0.001	2.013	0.091	0.777	0.051
60	0.605	0.015	0.262	0.004	39.487	0.992	1077443.000	137895.844	1722.464	14.596	0.066	0.001	2.048	0.085	0.798	0.054
61	0.615	0.015	0.260	0.005	40.086	1.019	1113943.250	140074.953	1717.838	14.866	0.063	0.001	1.834	0.069	0.697	0.039
62	0.613	0.016	0.259	0.005	39.904	1.029	1098954.375	140835.062	1717.088	14.422	0.067	0.001	2.083	0.088	0.802	0.049
63	0.614	0.017	0.259	0.005	40.057	1.072	1106629.250	145017.094	1714.698	15.101	0.063	0.001	1.815	0.078	0.703	0.043
64	0.602	0.017	0.262	0.005	39.185	1.091	1055034.625	142671.312	1714.708	14.670	0.065	0.001	1.925	0.064	0.779	0.044
65	0.595	0.017	0.260	0.004	39.025	1.080	1036618.375	141938.484	1717.942	14.614	0.067	0.001	2.070	0.085	0.811	0.054
66	0.586	0.017	0.264	0.004	38.368	1.105	988997.188	140947.766	1715.152	15.451	0.066	0.001	1.935	0.061	0.809	0.036
67	0.587	0.019	0.257	0.006	38.458	1.225	1011494.938	135308.484	1699.732	18.033	0.067	0.001	2.022	0.074	0.835	0.054
68	0.599	0.018	0.257	0.006	39.350	1.174	965919.688	152764.391	1713.801	16.820	0.066	0.001	1.976	0.075	0.819	0.049
69	0.586	0.018	0.260	0.006	38.667	1.127	1013897.625	137845.531	1718.968	16.214	0.067	0.001	2.034	0.086	0.881	0.058
70	0.568	0.017	0.266	0.005	37.273	1.159	1002614.062	124825.219	1707.897	18.999	0.066	0.001	2.014	0.085	0.863	0.058
71	0.556	0.015	0.268	0.004	36.513	0.957	1218815.125	63136.320	1720.355	17.202	0.066	0.001	2.023	0.098	0.880	0.047
72	0.563	0.016	0.267	0.005	36.737	0.998	1137954.375	87381.914	1714.112	17.459	0.065	0.001	1.906	0.078	0.898	0.053
73	0.565	0.018	0.262	0.007	36.983	1.111	1050853.875	110572.625	1703.241	18.707	0.063	0.001	1.774	0.075	0.745	0.043
74	0.562	0.018	0.262	0.006	36.708	1.144	1034671.750	110781.945	1692.737	20.445	0.065	0.001	1.906	0.072	0.852	0.049
75	0.571	0.018	0.266	0.006	37.198	1.136	1057680.500	111987.508	1697.701	19.698	0.066	0.001	1.955	0.082	0.842	0.047
76	0.564	0.018	0.262	0.006	36.949	1.140	1035421.125	114219.141	1698.290	19.439	0.067	0.001	2.003	0.090	0.885	0.054
77	0.558	0.017	0.268	0.005	36.416	1.104	1006648.500	109123.883	1698.125	19.141	0.065	0.001	1.879	0.067	0.851	0.049
78	0.541	0.015	0.273	0.003	35.237	0.912	1115258.625	55852.105	1703.209	17.752	0.067	0.001	1.944	0.071	0.892	0.044
79	0.550	0.016	0.270	0.004	35.812	0.934	1149051.375	59048.496	1706.886	17.449	0.067	0.002	1.932	0.097	0.914	0.060
80	0.555	0.015	0.273	0.004	36.054	0.923	1161521.500	58331.949	1712.129	17.179	0.066	0.001	1.889	0.076	0.914	0.051
81	0.555	0.017	0.271	0.005	36.102	1.084	1087122.250	75070.617	1695.141	18.901	0.068	0.001	2.015	0.067	0.851	0.042
82	0.557	0.020	0.262	0.006	36.323	1.188	1016497.750	88266.875	1681.891	21.251	0.064	0.001	1.863	0.075	0.839	0.054
83	0.555	0.020	0.263	0.007	36.233	1.217	1010478.562	92388.578	1679.186	21.243	0.065	0.001	1.869	0.071	0.835	0.048
84	0.558	0.022	0.257	0.008	36.731	1.335	945427.062	109342.086	1668.939	23.450	0.068	0.001	2.039	0.093	0.896	0.063
85	0.553	0.022	0.259	0.007	36.378	1.348	917438.938	109897.359	1666.253	24.125	0.065	0.001	1.866	0.073	0.825	0.055
86	0.533	0.021	0.261	0.006	35.025	1.294	830820.312	117687.633	1655.604	23.622	0.066	0.001	1.862	0.081	0.810	0.042
87	0.522	0.018	0.266	0.005	34.306	1.104	962731.938	88111.930	1667.427	21.185	0.065	0.002	1.839	0.088	0.866	0.055
88	0.518	0.018	0.266	0.005	34.185	1.106	951017.125	88706.711	1670.631	21.327	0.067	0.001	1.960	0.069	0.927	0.049
89	0.506	0.016	0.269	0.004	33.523	1.017	1000264.062	59137.062	1676.544	21.058	0.065	0.001	1.828	0.067	0.900	0.046
90	0.516	0.018	0.269	0.005	33.882	1.065	1020319.500	62256.777	1671.166	20.708	0.066	0.001	1.890	0.085	0.861	0.049
91	0.516	0.018	0.267	0.005	33.980	1.050	1025905.250	63343.383	1675.724	19.854	0.063	0.001	1.724	0.066	0.776	0.042
92	0.514	0.017	0.270	0.005	33.732	1.008	1005804.062	60728.613	1673.618	20.475	0.066	0.001	1.910	0.088	0.870	0.049
93	0.509	0.016	0.272	0.004	33.484	1.007	986449.688	60294.293	1669.807	20.687	0.065	0.002	1.875	0.094	0.841	0.051
94	0.502	0.016	0.271	0.005	33.042	1.015	959490.750	59664.992	1662.838	21.696	0.067	0.001	1.905	0.078	0.872	0.049
95	0.492	0.017	0.270	0.005	32.150	1.070	822012.250	80700.406	1629.518	24.009	0.063	0.001	1.688	0.069	0.765	0.046
96	0.484	0.017	0.269	0.005	31.669	1.078	794498.375	79646.141	1620.449	24.594	0.064	0.001	1.756	0.085	0.765	0.050
97	0.489	0.017	0.270	0.005	31.991	1.112	809124.188	82911.219	1621.757	24.965	0.065	0.001	1.781	0.080	0.821	0.052
98	0.491	0.019	0.266	0.005	32.211	1.164	819480.250	88557.867	1619.459	23.513	0.067	0.001	1.938	0.079	0.849	0.048
99	0.488	0.018	0.270	0.005	32.000	1.140	805962.312	87078.047	1620.528	22.934	0.067	0.001	1.909	0.074	0.827	0.045
100	0.483	0.018	0.270	0.005	31.746	1.140	790321.125	86126.695	1618.608	23.232	0.064	0.001	1.711	0.057	0.831	0.043
101	0.474	0.017	0.271	0.004	31.035	1.108	746515.625	83435.672	1606.920	24.326	0.066	0.001	1.851	0.072	0.923	0.056
102	0.469	0.016	0.271	0.004	30.862	1.096	731800.250	84493.477	1607.713	23.795	0.064	0.001	1.757	0.077	0.768	0.051
103	0.463	0.017	0.267	0.004	30.315	1.129	797742.250	60510.992	1588.901	26.354	0.064	0.001	1.729	0.070	0.841	0.047
104	0.457	0.018	0.266	0.004	29.893	1.149	774223.625	60821.188	1579.872	26.596	0.064	0.002	1.721	0.085	0.775	0.050
105	0.456	0.017	0.266	0.004	29.789	1.142	767094.562	60332.797	1576.199	26.572	0.066	0.001	1.820	0.081	0.828	0.049
106	0.460	0.019	0.266	0.005	29.910	1.215	774916.500	64545.480	1564.283	26.104	0.064	0.001	1.683	0.080	0.799	0.052
107	0.466	0.021	0.261	0.006	30.383	1.325	702536.062	90626.852	1562.540	26.027	0.066	0.001	1.817	0.078	0.828	0.051
108	0.460	0.020	0.264	0.005	30.035	1.259	676037.750	88647.867	1563.131	25.560	0.063	0.002	1.689	0.083	0.742	0.051
109	0.451	0.019	0.267	0.005	29.410	1.225	641240.062	87024.430	1556.208	25.443	0.064	0.002	1.669	0.081	0.735	0.058
110	0.447	0.018	0.267	0.005	29.217	1.199	629905.500	86224.133	1555.982	25.506	0.064	0.001	1.711	0.076	0.751	0.050
111	0.451	0.019	0.264	0.005	29.368	1.236	746932.375	69042.781	1550.510	25.323	0.063	0.001	1.627	0.085	0.752	0.055
112	0.445	0.019	0.264	0.005	28.960	1.233	728395.438	68546.617	1538.560	25.351	0.063	0.002	1.616	0.084	0.793	0.054
113	0.442	0.019	0.262	0.004	28.872	1.213	718764.875	66640.266	1540.977	25.257	0.065	0.002	1.767	0.088	0.721	0.052
114	0.448	0.019	0.264	0.004	29.259	1.222	733696.500	66330.617	1548.779	24.429	0.065	0.001	1.702	0.083	0.761	0.052
115	0.447	0.020	0.262	0.005	29.196	1.263	735233.250	67910.445	1544.927	27.527	0.065	0.001	1.672	0.072	0.734	0.042
116	0.443	0.020	0.261	0.005	28.910	1.260	720527.250	66673.469	1539.837	28.317	0.063	0.001	1.597	0.074	0.729	0.046
117	0.444	0.019	0.264	0.005	29.020	1.228	720779.188	64638.105	1547.112	27.141	0.063	0.001	1.619	0.071	0.740	0.055
118	0.439	0.018	0.260	0.004	28.822	1.208	708279.188	63428.191	1548.118	27.780	0.063	0.001	1.612	0.081	0.777	0.051
119	0.445	0.020	0.261	0.005	29.072	1.288	717582.375	65591.359	1538.854	27.190	0.063	0.001	1.570	0.072	0.754	0.056
120	0.424	0.017	0.263	0.004	27.698	1.154	650340.688	59569.301	1525.530	27.634	0.062	0.001	1.530	0.080	0.736	0.057
121	0.422	0.017	0.263	0.004	27.538	1.134	639390.812	58234.055	1525.505	27.205	0.063	0.001	1.582	0.078	0.671	0.034
122	0.428	0.019	0.263	0.006	27.928	1.249	666934.062	67227.797	1521.796	28.065	0.061	0.001	1.503	0.065	0.684	0.047
123	0.434	0.020	0.259	0.006	28.245	1.306	687454.375	72256.047	1518.922	27.484	0.061	0.001	1.483	0.067	0.716	0.046
124	0.428	0.020	0.258	0.005	28.011	1.294	673636.562	70856.008	1515.532	28.008	0.061	0.002	1.504	0.076	0.622	0.038
125	0.421	0.020	0.259	0.005	27.296	1.293	638718.062	68501.867	1488.994	29.651	0.062	0.002	1.531	0.083	0.690	0.059
126	0.424	0.021	0.256	0.005	27.520	1.354	650604.062	71215.242	1483.903	29.400	0.062	0.001	1.491	0.067	0.691	0.044
127	0.421	0.020	0.257	0.005	27.331	1.334	639991.812	69535.758	1482.743	29.911	0.062	0.001	1.526	0.073	0.635	0.046
128	0.421	0.019	0.262	0.005	27.377	1.288	633923.500	67565.297	1493.787	27.990	0.063	0.001	1.585	0.065	0.675	0.045
129	0.412	0.018	0.266	0.005	26.656	1.206	591437.062	60231.824	1483.621	29.322	0.062	0.001	1.547	0.069	0.630	0.046
130	0.418	0.019	0.261	0.004	27.066	1.316	616129.688	66393.305	1479.943	29.858	0.063	0.001	1.571	0.074	0.644	0.043
131	0.438	0.023	0.260	0.007	28.412	1.517	684086.500	80530.758	1488.352	30.388	0.062	0.001	1.453	0.069	0.667	0.045
132	0.426	0.023	0.257	0.007	27.615	1.547	652073.625	78934.070	1465.089	35.898	0.060	0.001	1.401	0.065	0.653	0.042
133	0.418	0.022	0.258	0.007	27.130	1.475	621704.625	74441.742	1462.962	36.119	0.063	0.001	1.558	0.068	0.640	0.044
134	0.414	0.021	0.259	0.007	26.939	1.447	609723.375	71895.375	1463.065	36.668	0.065	0.002	1.601	0.080	0.658	0.039
135	0.417	0.020	0.262	0.006	26.997	1.418	607962.688	69256.617	1464.728	37.396	0.062	0.002	1.473	0.083	0.592	0.042
136	0.415	0.020	0.262	0.006	26.734	1.396	595978.062	67780.148	1459.197	37.642	0.061	0.001	1.431	0.068	0.604	0.043
137	0.409	0.020	0.263	0.006	26.187	1.377	567348.375	65562.641	1444.338	37.410	0.061	0.001	1.443	0.061	0.620	0.043
138	0.408	0.019	0.262	0.006	26.205	1.351	562746.062	64126.551	1449.438	37.318	0.062	0.002	1.437	0.077	0.619	0.042
139	0.406	0.019	0.264	0.005	26.126	1.339	557698.375	63130.422	1447.990	37.390	0.060	0.002	1.395	0.080	0.589	0.049
140	0.404	0.018	0.265	0.006	25.956	1.310	546859.062	60760.789	1447.433	37.519	0.062	0.001	1.431	0.060	0.653	0.040
141	0.408	0.018	0.266	0.005	26.292	1.294	555499.812	59641.359	1460.305	37.497	0.060	0.001	1.325	0.056	0.557	0.033
142	0.404	0.018	0.263	0.005	26.145	1.275	547594.500	58134.887	1457.841	37.599	0.062	0.002	1.417	0.076	0.645	0.048
143	0.395	0.017	0.264	0.005	25.573	1.235	518166.188	54585.664	1447.013	38.458	0.060	0.002	1.355	0.071	0.599	0.046
144	0.399	0.017	0.266	0.005	25.738	1.227	521662.469	53486.996	1451.069	39.178	0.061	0.001	1.351	0.059	0.639	0.048
145	0.394	0.018	0.266	0.006	25.274	1.226	503080.906	52970.441	1435.483	38.911	0.061	0.001	1.386	0.073	0.541	0.039
146	0.395	0.017	0.267	0.006	25.235	1.202	498249.031	51338.371	1436.597	39.306	0.061	0.001	1.385	0.070	0.657	0.051
147	0.397	0.016	0.271	0.005	25.357	1.165	498989.531	49862.758	1446.514	38.528	0.060	0.002	1.355	0.073	0.641	0.055
148	0.394	0.016	0.270	0.006	25.086	1.157	486151.875	48799.219	1439.109	38.269	0.061	0.001	1.383	0.069	0.570	0.039
149	0.405	0.020	0.265	0.006	25.944	1.346	523265.625	58760.035	1444.968	37.098	0.060	0.002	1.298	0.068	0.527	0.037
150	0.401	0.019	0.265	0.006	25.422	1.246	494999.125	52297.766	1430.573	35.643	0.058	0.001	1.223	0.067	0.502	0.037
151	0.401	0.018	0.267	0.006	25.342	1.224	488940.094	50645.250	1429.820	35.246	0.061	0.001	1.367	0.068	0.594	0.044
152	0.399	0.018	0.270	0.005	25.227	1.195	479390.750	49077.066	1429.464	34.538	0.058	0.002	1.217	0.071	0.503	0.038
153	0.399	0.018	0.270	0.005	25.238	1.236	485821.594	51220.383	1424.138	36.641	0.057	0.001	1.162	0.049	0.499	0.037
154	0.404	0.015	0.276	0.005	25.440	0.988	475216.406	36655.277	1455.186	34.790	0.061	0.001	1.301	0.070	0.584	0.039
155	0.407	0.014	0.279	0.005	25.748	0.977	480471.719	36315.605	1467.323	34.087	0.060	0.001	1.302	0.059	0.532	0.039
156	0.407	0.015	0.282	0.005	25.618	0.971	474075.875	36049.562	1465.254	34.108	0.060	0.001	1.281	0.064	0.506	0.037
157	0.402	0.014	0.278	0.005	25.532	0.980	469726.688	36265.754	1462.692	34.788	0.057	0.001	1.160	0.066	0.446	0.036
158	0.406	0.015	0.281	0.006	25.649	1.010	472809.875	37069.938	1463.876	35.348	0.063	0.002	1.414	0.072	0.537	0.036
159	0.407	0.014	0.287	0.006	25.710	1.011	472708.844	37025.820	1467.875	35.585	0.060	0.002	1.271	0.070	0.519	0.040
160	0.404	0.015	0.282	0.006	25.404	1.012	460674.281	36775.691	1451.475	36.125	0.060	0.001	1.208	0.055	0.489	0.038
161	0.399	0.016	0.283	0.006	25.063	1.029	450039.906	37286.504	1438.998	36.812	0.060	0.001	1.264	0.065	0.558	0.048
162	0.398	0.016	0.283	0.007	24.906	1.005	441865.375	36375.484	1437.293	36.604	0.062	0.001	1.335	0.068	0.529	0.042
163	0.402	0.015	0.281	0.006	25.265	0.999	452174.875	36881.348	1448.970	35.648	0.063	0.001	1.383	0.064	0.564	0.042
164	0.404	0.015	0.287	0.007	25.008	0.986	437573.094	34634.391	1437.595	35.389	0.062	0.001	1.270	0.066	0.514	0.034
165	0.397	0.015	0.281	0.006	24.903	0.980	433395.562	34557.207	1435.124	34.942	0.059	0.002	1.243	0.080	0.457	0.037
166	0.402	0.015	0.289	0.006	24.873	0.990	431784.906	35178.172	1431.810	34.967	0.058	0.002	1.141	0.068	0.488	0.035
167	0.399	0.014	0.284	0.006	24.937	0.986	433981.844	35632.371	1436.512	34.870	0.057	0.002	1.126	0.070	0.431	0.038
168	0.398	0.014	0.287	0.006	24.929	0.976	430178.562	34848.512	1439.983	34.945	0.058	0.002	1.166	0.066	0.460	0.037
169	0.397	0.014	0.283	0.006	25.054	0.961	431175.125	34840.332	1446.781	34.473	0.058	0.001	1.130	0.048	0.449	0.033
170	0.394	0.017	0.278	0.006	24.745	1.145	430842.281	40590.023	1413.423	39.179	0.059	0.001	1.178	0.060	0.430	0.028
171	0.396	0.017	0.277	0.007	24.795	1.144	424930.625	39838.312	1416.843	38.258	0.059	0.001	1.154	0.055	0.473	0.034
172	0.396	0.017	0.278	0.007	24.744	1.139	421599.625	39464.629	1415.827	38.024	0.057	0.001	1.085	0.055	0.438	0.027
173	0.397	0.017	0.283	0.007	24.705	1.122	418250.438	38786.582	1416.819	38.220	0.059	0.002	1.178	0.068	0.470	0.039
174	0.388	0.017	0.279	0.007	24.092	1.131	397930.094	38405.777	1394.640	39.452	0.059	0.002	1.187	0.091	0.442	0.042
175	0.395	0.017	0.279	0.007	24.342	1.139	406829.531	39293.602	1396.331	38.636	0.058	0.002	1.090	0.065	0.426	0.033
176	0.393	0.017	0.281	0.007	24.209	1.136	402313.562	38879.297	1391.345	39.427	0.055	0.002	1.017	0.066	0.396	0.031
177	0.391	0.017	0.279	0.007	24.076	1.136	397349.469	38798.855	1386.674	39.719	0.059	0.002	1.170	0.070	0.440	0.030
178	0.391	0.017	0.281	0.007	24.089	1.127	395575.312	38633.742	1389.874	39.760	0.058	0.002	1.137	0.080	0.395	0.031
179	0.395	0.017	0.282	0.007	24.225	1.165	399894.719	39199.125	1390.582	41.460	0.058	0.002	1.090	0.068	0.408	0.030
180	0.393	0.017	0.285	0.007	24.174	1.144	395071.469	38347.340	1392.091	41.250	0.056	0.002	1.072	0.069	0.369	0.030
181	0.389	0.015	0.288	0.006	23.882	1.061	378845.094	35359.840	1391.805	38.957	0.058	0.002	1.087	0.062	0.437	0.039
182	0.389	0.015	0.286	0.007	23.960	1.075	382055.188	36073.316	1395.055	39.579	0.057	0.002	1.083	0.071	0.413	0.038
183	0.384	0.016	0.283	0.007	23.503	1.110	370485.125	36769.309	1373.985	40.905	0.058	0.002	1.080	0.073	0.423	0.033
184	0.385	0.015	0.287	0.007	23.669	1.086	370863.312	35680.777	1382.239	40.233	0.056	0.002	1.022	0.056	0.380	0.027
185	0.384	0.016	0.284	0.007	23.241	1.055	349235.969	31948.592	1367.774	40.944	0.057	0.002	1.027	0.063	0.369	0.028
186	0.382	0.015	0.285	0.006	23.176	1.037	345801.875	31232.418	1368.667	40.777	0.055	0.002	0.962	0.065	0.360	0.028
187	0.379	0.015	0.283	0.007	23.039	1.014	338995.438	29821.980	1364.086	40.317	0.055	0.001	0.963	0.054	0.389	0.033
188	0.383	0.018	0.279	0.007	23.451	1.181	350198.094	35907.629	1364.958	39.395	0.057	0.002	1.008	0.067	0.402	0.030
189	0.386	0.018	0.283	0.008	23.537	1.179	349713.844	35423.676	1369.105	39.320	0.057	0.002	1.039	0.059	0.374	0.033
