Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=50, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NRUN	NGENE	ERR1	SGENE	ERR2	NVAR	ERR3	SVAR	ERR4	HO	ERR5	HE	ERR6	FIS	ERR7
224	50	2.728	0.020	6.680	0.150	0.062	0.008	0.014	0.002	0.468	0.013	0.473	0.014	0.002	0.011
225	50	2.728	0.020	6.680	0.150	0.062	0.008	0.014	0.002	0.468	0.013	0.472	0.014	0.002	0.012
226	50	2.724	0.020	6.680	0.150	0.064	0.008	0.014	0.002	0.467	0.013	0.471	0.014	0.001	0.012
227	50	2.724	0.020	6.640	0.148	0.064	0.008	0.014	0.002	0.467	0.013	0.471	0.014	0.002	0.012
228	50	2.712	0.021	6.600	0.146	0.063	0.009	0.014	0.002	0.465	0.013	0.471	0.014	0.004	0.012
229	50	2.712	0.021	6.600	0.146	0.063	0.009	0.014	0.002	0.464	0.013	0.470	0.014	0.006	0.012
230	50	2.704	0.024	6.580	0.149	0.066	0.009	0.014	0.002	0.463	0.013	0.470	0.014	0.005	0.012
231	50	2.700	0.024	6.580	0.149	0.068	0.009	0.014	0.002	0.462	0.013	0.469	0.014	0.005	0.012
232	50	2.696	0.024	6.560	0.143	0.067	0.009	0.014	0.002	0.462	0.013	0.468	0.014	0.005	0.012
233	50	2.692	0.025	6.500	0.144	0.068	0.010	0.014	0.002	0.462	0.013	0.468	0.014	0.005	0.012
234	50	2.692	0.025	6.440	0.146	0.068	0.010	0.014	0.003	0.461	0.013	0.467	0.014	0.005	0.012
235	50	2.688	0.025	6.440	0.146	0.068	0.010	0.014	0.003	0.462	0.013	0.467	0.014	0.004	0.013
236	50	2.684	0.026	6.420	0.149	0.068	0.010	0.014	0.003	0.462	0.013	0.467	0.015	0.003	0.013
237	50	2.680	0.026	6.380	0.151	0.070	0.010	0.014	0.003	0.461	0.013	0.466	0.015	0.003	0.013
238	50	2.680	0.026	6.380	0.151	0.070	0.010	0.014	0.002	0.462	0.013	0.467	0.015	0.002	0.013
239	50	2.648	0.029	6.380	0.151	0.074	0.011	0.014	0.002	0.462	0.013	0.466	0.015	-0.001	0.013
240	50	2.636	0.030	6.380	0.151	0.074	0.011	0.014	0.003	0.462	0.013	0.466	0.015	-0.001	0.014
241	50	2.636	0.030	6.340	0.150	0.074	0.011	0.014	0.003	0.462	0.013	0.466	0.015	-0.004	0.014
242	50	2.628	0.031	6.320	0.152	0.073	0.011	0.014	0.003	0.462	0.013	0.465	0.015	-0.005	0.014
243	50	2.628	0.031	6.260	0.148	0.073	0.011	0.014	0.003	0.461	0.013	0.464	0.015	-0.005	0.014
244	50	2.628	0.031	6.220	0.144	0.074	0.011	0.014	0.003	0.462	0.013	0.463	0.015	-0.009	0.014
245	50	2.624	0.032	6.220	0.144	0.073	0.011	0.014	0.002	0.460	0.013	0.463	0.015	-0.007	0.015
246	50	2.620	0.032	6.200	0.146	0.073	0.010	0.013	0.003	0.460	0.013	0.462	0.015	-0.008	0.015
247	50	2.612	0.033	6.180	0.150	0.075	0.011	0.013	0.003	0.459	0.013	0.461	0.015	-0.008	0.015
248	50	2.604	0.033	6.160	0.149	0.077	0.011	0.013	0.003	0.457	0.013	0.459	0.015	-0.008	0.015
249	50	2.600	0.035	6.100	0.144	0.079	0.011	0.013	0.003	0.457	0.013	0.459	0.015	-0.008	0.015
250	50	2.600	0.035	6.100	0.144	0.078	0.011	0.013	0.003	0.457	0.013	0.459	0.015	-0.008	0.015
251	50	2.600	0.035	6.100	0.144	0.080	0.011	0.013	0.003	0.456	0.013	0.457	0.015	-0.009	0.015
252	50	2.600	0.035	6.100	0.144	0.080	0.011	0.013	0.003	0.456	0.014	0.457	0.015	-0.008	0.015
253	50	2.596	0.035	6.040	0.151	0.080	0.012	0.012	0.003	0.455	0.014	0.457	0.015	-0.009	0.015
254	50	2.592	0.034	6.040	0.151	0.079	0.012	0.012	0.003	0.454	0.014	0.456	0.015	-0.008	0.015
255	50	2.584	0.036	6.040	0.151	0.077	0.012	0.012	0.003	0.454	0.014	0.456	0.015	-0.007	0.015
256	50	2.584	0.036	6.000	0.151	0.078	0.012	0.013	0.003	0.453	0.014	0.455	0.015	-0.007	0.015
257	50	2.584	0.036	6.000	0.151	0.078	0.012	0.012	0.003	0.453	0.014	0.455	0.015	-0.008	0.015
258	50	2.580	0.035	5.960	0.154	0.078	0.012	0.012	0.003	0.453	0.014	0.455	0.015	-0.008	0.015
259	50	2.568	0.036	5.960	0.154	0.077	0.011	0.012	0.003	0.453	0.014	0.455	0.015	-0.009	0.015
260	50	2.568	0.036	5.940	0.158	0.077	0.012	0.012	0.003	0.454	0.014	0.455	0.015	-0.013	0.016
261	50	2.568	0.036	5.920	0.153	0.077	0.012	0.012	0.004	0.455	0.014	0.455	0.016	-0.014	0.016
262	50	2.564	0.038	5.900	0.152	0.076	0.011	0.012	0.004	0.454	0.014	0.454	0.016	-0.015	0.017
263	50	2.560	0.038	5.900	0.152	0.076	0.011	0.012	0.004	0.453	0.014	0.452	0.016	-0.016	0.017
264	50	2.556	0.038	5.820	0.156	0.076	0.011	0.011	0.004	0.453	0.014	0.452	0.016	-0.018	0.016
265	50	2.552	0.038	5.800	0.154	0.079	0.011	0.011	0.004	0.453	0.014	0.451	0.016	-0.019	0.016
266	50	2.548	0.037	5.780	0.152	0.078	0.011	0.011	0.004	0.452	0.014	0.451	0.016	-0.018	0.016
267	50	2.544	0.037	5.760	0.150	0.079	0.011	0.011	0.004	0.452	0.014	0.450	0.016	-0.019	0.016
268	50	2.536	0.036	5.760	0.150	0.080	0.011	0.011	0.004	0.452	0.014	0.450	0.016	-0.019	0.016
269	50	2.532	0.036	5.740	0.148	0.081	0.011	0.011	0.004	0.451	0.014	0.449	0.016	-0.019	0.016
270	50	2.520	0.037	5.720	0.149	0.079	0.011	0.011	0.004	0.450	0.014	0.448	0.016	-0.020	0.016
271	50	2.512	0.037	5.700	0.149	0.079	0.012	0.011	0.004	0.452	0.014	0.447	0.016	-0.027	0.018
272	50	2.508	0.037	5.680	0.150	0.078	0.012	0.011	0.004	0.451	0.014	0.446	0.016	-0.026	0.018
273	50	2.504	0.038	5.640	0.156	0.078	0.012	0.011	0.004	0.451	0.014	0.446	0.016	-0.029	0.020
274	50	2.500	0.040	5.600	0.151	0.079	0.012	0.011	0.004	0.451	0.014	0.445	0.016	-0.032	0.021
275	50	2.500	0.040	5.600	0.151	0.080	0.012	0.011	0.004	0.451	0.014	0.445	0.016	-0.032	0.021
276	50	2.492	0.040	5.600	0.151	0.081	0.013	0.011	0.004	0.446	0.015	0.444	0.016	-0.024	0.018
277	50	2.492	0.040	5.580	0.149	0.081	0.013	0.011	0.004	0.447	0.014	0.443	0.016	-0.025	0.018
278	50	2.492	0.040	5.560	0.152	0.081	0.013	0.011	0.004	0.449	0.015	0.443	0.016	-0.029	0.018
279	50	2.480	0.040	5.500	0.149	0.083	0.013	0.011	0.004	0.447	0.015	0.442	0.017	-0.029	0.018
280	50	2.480	0.040	5.500	0.149	0.084	0.013	0.011	0.004	0.446	0.015	0.440	0.016	-0.029	0.018
281	50	2.480	0.040	5.480	0.154	0.085	0.013	0.011	0.004	0.445	0.015	0.439	0.016	-0.032	0.018
282	50	2.480	0.040	5.480	0.154	0.085	0.013	0.011	0.004	0.446	0.015	0.439	0.016	-0.033	0.018
283	50	2.476	0.040	5.440	0.159	0.084	0.013	0.010	0.004	0.446	0.015	0.440	0.016	-0.033	0.019
284	50	2.476	0.040	5.440	0.159	0.084	0.013	0.010	0.004	0.447	0.015	0.441	0.016	-0.032	0.018
285	50	2.476	0.040	5.400	0.164	0.085	0.013	0.011	0.004	0.446	0.015	0.440	0.016	-0.029	0.017
