Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=50, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NRUN	NGENE	ERR1	SGENE	ERR2	NVAR	ERR3	SVAR	ERR4	HO	ERR5	HE	ERR6	FIS	ERR7
220	50	3.664	0.129	7.980	0.359	0.114	0.009	-0.025	0.004	0.181	0.010	0.349	0.010	0.496	0.017
221	50	3.692	0.130	7.920	0.359	0.115	0.009	-0.027	0.005	0.181	0.010	0.348	0.010	0.498	0.017
222	50	3.728	0.131	7.820	0.341	0.113	0.009	-0.027	0.005	0.179	0.010	0.347	0.010	0.501	0.017
223	50	3.752	0.129	7.780	0.331	0.112	0.009	-0.027	0.005	0.178	0.010	0.347	0.010	0.504	0.017
224	50	3.716	0.127	7.700	0.320	0.112	0.009	-0.027	0.005	0.177	0.010	0.347	0.010	0.505	0.017
225	50	3.664	0.127	7.660	0.333	0.115	0.009	-0.029	0.005	0.176	0.010	0.346	0.010	0.507	0.018
226	50	3.640	0.124	7.540	0.316	0.115	0.009	-0.029	0.005	0.176	0.010	0.345	0.010	0.508	0.018
227	50	3.616	0.126	7.660	0.338	0.116	0.009	-0.029	0.005	0.174	0.010	0.344	0.010	0.511	0.018
228	50	3.636	0.124	7.720	0.327	0.118	0.009	-0.028	0.005	0.173	0.010	0.343	0.010	0.513	0.018
229	50	3.620	0.123	7.720	0.332	0.118	0.009	-0.028	0.005	0.172	0.010	0.342	0.010	0.514	0.018
230	50	3.604	0.118	7.720	0.332	0.120	0.009	-0.027	0.005	0.172	0.010	0.342	0.010	0.516	0.018
231	50	3.616	0.120	7.680	0.339	0.122	0.009	-0.028	0.005	0.170	0.010	0.341	0.010	0.518	0.018
232	50	3.588	0.109	7.600	0.332	0.120	0.009	-0.028	0.005	0.169	0.010	0.340	0.010	0.520	0.018
233	50	3.588	0.111	7.660	0.342	0.119	0.008	-0.028	0.005	0.168	0.010	0.339	0.010	0.522	0.018
234	50	3.520	0.111	7.480	0.333	0.119	0.009	-0.031	0.006	0.167	0.010	0.338	0.010	0.524	0.018
235	50	3.520	0.121	7.400	0.336	0.123	0.009	-0.030	0.005	0.167	0.010	0.337	0.010	0.525	0.019
236	50	3.464	0.120	7.380	0.346	0.126	0.010	-0.031	0.005	0.166	0.010	0.336	0.010	0.526	0.019
237	50	3.420	0.119	7.200	0.343	0.123	0.011	-0.034	0.006	0.165	0.010	0.336	0.010	0.528	0.019
238	50	3.408	0.119	7.160	0.343	0.124	0.011	-0.034	0.006	0.165	0.010	0.335	0.010	0.527	0.019
239	50	3.444	0.124	7.220	0.334	0.124	0.011	-0.033	0.005	0.164	0.011	0.335	0.010	0.529	0.019
240	50	3.376	0.120	7.120	0.344	0.122	0.010	-0.034	0.005	0.164	0.011	0.334	0.010	0.530	0.019
241	50	3.344	0.107	6.980	0.342	0.126	0.011	-0.035	0.005	0.163	0.011	0.333	0.010	0.531	0.019
242	50	3.352	0.107	6.940	0.334	0.125	0.011	-0.033	0.005	0.163	0.011	0.333	0.010	0.532	0.019
243	50	3.356	0.111	7.040	0.329	0.125	0.011	-0.032	0.005	0.162	0.011	0.332	0.010	0.534	0.019
244	50	3.356	0.104	7.020	0.319	0.123	0.010	-0.031	0.004	0.161	0.011	0.331	0.010	0.535	0.019
245	50	3.356	0.106	6.940	0.314	0.120	0.010	-0.033	0.005	0.160	0.011	0.330	0.010	0.537	0.020
246	50	3.376	0.108	6.960	0.305	0.121	0.009	-0.031	0.004	0.160	0.011	0.330	0.010	0.538	0.020
247	50	3.348	0.112	6.760	0.267	0.121	0.010	-0.032	0.004	0.159	0.011	0.329	0.010	0.539	0.020
248	50	3.316	0.118	6.680	0.266	0.122	0.010	-0.033	0.004	0.159	0.011	0.329	0.010	0.539	0.020
249	50	3.296	0.112	6.700	0.303	0.123	0.010	-0.035	0.005	0.157	0.011	0.328	0.010	0.544	0.020
250	50	3.284	0.112	6.640	0.305	0.123	0.010	-0.035	0.005	0.156	0.011	0.326	0.010	0.546	0.020
251	50	3.272	0.118	6.680	0.324	0.123	0.010	-0.036	0.005	0.154	0.011	0.325	0.010	0.549	0.020
252	50	3.272	0.120	6.640	0.309	0.128	0.010	-0.035	0.004	0.153	0.010	0.324	0.010	0.551	0.020
253	50	3.188	0.113	6.440	0.277	0.129	0.010	-0.038	0.005	0.151	0.010	0.323	0.010	0.554	0.020
254	50	3.240	0.116	6.500	0.289	0.126	0.010	-0.038	0.005	0.150	0.010	0.322	0.009	0.556	0.020
255	50	3.180	0.117	6.300	0.280	0.125	0.009	-0.041	0.006	0.149	0.010	0.321	0.009	0.558	0.020
256	50	3.192	0.117	6.260	0.280	0.125	0.009	-0.042	0.006	0.149	0.010	0.320	0.010	0.559	0.020
257	50	3.212	0.117	6.300	0.279	0.126	0.009	-0.041	0.006	0.149	0.010	0.320	0.009	0.559	0.020
258	50	3.216	0.126	6.260	0.265	0.129	0.010	-0.040	0.005	0.147	0.010	0.319	0.009	0.563	0.020
259	50	3.228	0.125	6.240	0.256	0.132	0.010	-0.039	0.005	0.146	0.010	0.318	0.009	0.565	0.020
260	50	3.232	0.123	6.260	0.255	0.132	0.010	-0.039	0.005	0.145	0.010	0.317	0.009	0.567	0.020
261	50	3.248	0.127	6.360	0.275	0.136	0.010	-0.039	0.005	0.143	0.010	0.316	0.009	0.569	0.020
262	50	3.244	0.127	6.320	0.276	0.135	0.010	-0.040	0.005	0.143	0.010	0.315	0.009	0.570	0.020
263	50	3.252	0.122	6.360	0.280	0.133	0.011	-0.039	0.005	0.142	0.010	0.315	0.009	0.570	0.020
264	50	3.272	0.124	6.420	0.287	0.135	0.010	-0.039	0.005	0.141	0.010	0.314	0.009	0.572	0.020
265	50	3.220	0.120	6.380	0.290	0.142	0.011	-0.040	0.005	0.140	0.010	0.312	0.009	0.575	0.020
266	50	3.216	0.126	6.260	0.277	0.141	0.011	-0.041	0.005	0.139	0.010	0.311	0.009	0.577	0.020
267	50	3.176	0.140	6.120	0.284	0.144	0.012	-0.045	0.006	0.138	0.010	0.311	0.009	0.578	0.020
268	50	3.188	0.142	6.180	0.266	0.144	0.011	-0.039	0.004	0.138	0.010	0.310	0.009	0.579	0.020
269	50	3.196	0.140	6.180	0.258	0.145	0.011	-0.039	0.004	0.136	0.010	0.309	0.009	0.582	0.020
270	50	3.188	0.138	6.240	0.261	0.145	0.011	-0.039	0.004	0.136	0.010	0.309	0.009	0.582	0.020
271	50	3.156	0.138	6.180	0.260	0.144	0.011	-0.039	0.004	0.135	0.010	0.308	0.009	0.583	0.020
272	50	3.180	0.137	6.160	0.270	0.145	0.010	-0.040	0.004	0.134	0.010	0.308	0.009	0.586	0.020
273	50	3.160	0.133	6.160	0.273	0.147	0.010	-0.042	0.005	0.134	0.010	0.307	0.009	0.587	0.020
274	50	3.124	0.135	6.040	0.286	0.153	0.010	-0.044	0.005	0.133	0.010	0.306	0.009	0.588	0.020
275	50	3.116	0.138	5.980	0.276	0.157	0.011	-0.045	0.005	0.132	0.010	0.305	0.009	0.589	0.020
276	50	3.084	0.140	5.860	0.276	0.160	0.011	-0.046	0.005	0.132	0.009	0.305	0.008	0.588	0.020
277	50	3.072	0.132	5.740	0.252	0.161	0.011	-0.046	0.005	0.131	0.009	0.304	0.008	0.589	0.020
278	50	3.100	0.139	5.800	0.273	0.162	0.011	-0.049	0.006	0.131	0.009	0.304	0.008	0.591	0.020
279	50	3.052	0.137	5.680	0.258	0.164	0.010	-0.050	0.006	0.130	0.009	0.303	0.008	0.592	0.020
280	50	3.036	0.135	5.680	0.253	0.165	0.011	-0.049	0.006	0.129	0.009	0.303	0.008	0.593	0.020
281	50	3.016	0.133	5.700	0.254	0.165	0.011	-0.049	0.006	0.128	0.009	0.302	0.008	0.595	0.020
282	50	3.008	0.135	5.660	0.263	0.164	0.010	-0.050	0.005	0.128	0.009	0.301	0.008	0.596	0.020
283	50	3.020	0.139	5.520	0.261	0.166	0.011	-0.053	0.006	0.127	0.009	0.301	0.008	0.599	0.020
284	50	2.988	0.136	5.460	0.268	0.169	0.012	-0.055	0.006	0.126	0.009	0.300	0.008	0.599	0.019
285	50	2.976	0.139	5.500	0.270	0.169	0.012	-0.054	0.006	0.126	0.009	0.299	0.008	0.600	0.019
286	50	2.952	0.134	5.480	0.268	0.172	0.012	-0.054	0.006	0.124	0.009	0.298	0.008	0.603	0.019
287	50	2.948	0.132	5.560	0.297	0.171	0.012	-0.055	0.006	0.124	0.009	0.298	0.008	0.604	0.019
288	50	2.880	0.129	5.400	0.274	0.176	0.012	-0.056	0.006	0.124	0.009	0.298	0.008	0.605	0.019
289	50	2.876	0.127	5.340	0.275	0.176	0.012	-0.058	0.006	0.123	0.009	0.298	0.008	0.606	0.019
290	50	2.840	0.127	5.280	0.290	0.175	0.012	-0.062	0.007	0.123	0.009	0.298	0.008	0.607	0.019
291	50	2.816	0.118	5.300	0.295	0.175	0.012	-0.063	0.007	0.123	0.009	0.298	0.008	0.606	0.019
292	50	2.768	0.115	5.300	0.299	0.177	0.012	-0.063	0.007	0.123	0.009	0.298	0.008	0.607	0.019
293	50	2.740	0.119	5.200	0.294	0.178	0.011	-0.065	0.007	0.123	0.009	0.298	0.008	0.608	0.019
294	50	2.736	0.120	5.040	0.281	0.176	0.011	-0.068	0.007	0.123	0.009	0.297	0.008	0.608	0.019
295	50	2.740	0.123	5.120	0.310	0.181	0.012	-0.067	0.007	0.123	0.009	0.298	0.008	0.609	0.019
296	50	2.724	0.128	5.040	0.317	0.183	0.011	-0.071	0.007	0.123	0.009	0.297	0.008	0.608	0.020
297	50	2.728	0.128	5.000	0.308	0.183	0.012	-0.077	0.011	0.123	0.009	0.297	0.008	0.607	0.020
298	50	2.692	0.124	4.900	0.290	0.185	0.012	-0.080	0.011	0.122	0.009	0.297	0.008	0.609	0.020
299	50	2.648	0.126	4.880	0.316	0.182	0.012	-0.082	0.011	0.121	0.009	0.296	0.008	0.612	0.021
300	50	2.612	0.122	4.880	0.327	0.182	0.011	-0.083	0.011	0.121	0.009	0.295	0.008	0.613	0.021
301	50	2.616	0.125	4.880	0.340	0.182	0.011	-0.084	0.011	0.120	0.009	0.294	0.008	0.614	0.021
302	50	2.588	0.124	4.700	0.296	0.185	0.011	-0.091	0.013	0.119	0.009	0.294	0.008	0.617	0.021
303	50	2.564	0.112	4.720	0.298	0.189	0.011	-0.091	0.013	0.118	0.009	0.293	0.008	0.618	0.021
304	50	2.564	0.114	4.760	0.310	0.184	0.011	-0.093	0.014	0.118	0.009	0.293	0.008	0.619	0.021
305	50	2.556	0.117	4.800	0.296	0.187	0.011	-0.091	0.014	0.117	0.009	0.293	0.008	0.622	0.021
306	50	2.552	0.116	4.780	0.296	0.186	0.011	-0.102	0.017	0.116	0.009	0.292	0.008	0.624	0.021
307	50	2.552	0.115	4.720	0.289	0.186	0.011	-0.102	0.017	0.116	0.009	0.292	0.008	0.626	0.021
308	50	2.564	0.111	4.740	0.294	0.186	0.011	-0.101	0.017	0.115	0.009	0.291	0.008	0.628	0.022
309	50	2.548	0.108	4.700	0.277	0.187	0.011	-0.101	0.017	0.114	0.009	0.290	0.008	0.630	0.022
310	50	2.540	0.107	4.580	0.267	0.192	0.012	-0.099	0.017	0.114	0.009	0.289	0.008	0.631	0.022
311	50	2.532	0.108	4.540	0.268	0.193	0.012	-0.101	0.017	0.113	0.009	0.289	0.008	0.633	0.022
312	50	2.496	0.111	4.500	0.277	0.194	0.011	-0.105	0.017	0.112	0.009	0.288	0.008	0.634	0.022
313	50	2.452	0.106	4.440	0.265	0.199	0.011	-0.107	0.017	0.111	0.009	0.287	0.008	0.638	0.022
314	50	2.436	0.107	4.440	0.268	0.199	0.011	-0.107	0.017	0.110	0.009	0.287	0.008	0.639	0.022
315	50	2.424	0.108	4.440	0.296	0.200	0.011	-0.109	0.017	0.111	0.009	0.287	0.008	0.639	0.022
316	50	2.380	0.097	4.320	0.253	0.201	0.012	-0.110	0.017	0.111	0.009	0.287	0.008	0.639	0.022
317	50	2.360	0.096	4.280	0.254	0.204	0.012	-0.102	0.016	0.110	0.009	0.287	0.008	0.641	0.022
318	50	2.352	0.096	4.280	0.254	0.203	0.012	-0.102	0.016	0.110	0.009	0.286	0.008	0.641	0.023
319	50	2.336	0.090	4.220	0.253	0.203	0.012	-0.104	0.016	0.110	0.010	0.286	0.008	0.641	0.023
320	50	2.308	0.090	4.220	0.262	0.206	0.012	-0.105	0.016	0.109	0.010	0.285	0.008	0.644	0.023
321	50	2.320	0.094	4.220	0.259	0.205	0.013	-0.104	0.016	0.109	0.010	0.286	0.008	0.645	0.023
322	50	2.316	0.093	4.240	0.269	0.205	0.013	-0.104	0.016	0.108	0.010	0.285	0.008	0.647	0.023
323	50	2.316	0.093	4.180	0.253	0.206	0.013	-0.111	0.017	0.108	0.010	0.285	0.008	0.647	0.023
324	50	2.312	0.092	4.180	0.253	0.206	0.013	-0.111	0.017	0.108	0.010	0.285	0.008	0.648	0.023
325	50	2.316	0.094	4.140	0.241	0.206	0.013	-0.111	0.017	0.108	0.010	0.285	0.008	0.649	0.024
326	50	2.312	0.093	4.180	0.247	0.207	0.013	-0.111	0.017	0.108	0.010	0.286	0.008	0.649	0.024
327	50	2.288	0.089	4.180	0.249	0.207	0.012	-0.112	0.017	0.108	0.010	0.286	0.008	0.651	0.024
328	50	2.272	0.087	4.180	0.249	0.207	0.013	-0.112	0.017	0.108	0.010	0.286	0.008	0.651	0.024
329	50	2.248	0.088	4.160	0.246	0.212	0.013	-0.112	0.017	0.108	0.010	0.285	0.008	0.651	0.025
330	50	2.232	0.088	4.120	0.242	0.210	0.013	-0.113	0.017	0.108	0.010	0.285	0.008	0.652	0.025
331	50	2.236	0.094	4.200	0.249	0.213	0.012	-0.110	0.017	0.108	0.010	0.286	0.009	0.653	0.025
332	50	2.248	0.098	4.200	0.252	0.213	0.013	-0.111	0.017	0.107	0.010	0.285	0.009	0.656	0.025
333	50	2.248	0.099	4.180	0.252	0.213	0.013	-0.111	0.017	0.106	0.010	0.284	0.009	0.657	0.025
334	50	2.244	0.098	4.180	0.252	0.212	0.013	-0.111	0.017	0.106	0.010	0.284	0.009	0.657	0.025
335	50	2.240	0.098	4.160	0.251	0.213	0.013	-0.111	0.017	0.106	0.010	0.284	0.009	0.659	0.025
336	50	2.232	0.098	4.140	0.249	0.218	0.013	-0.112	0.017	0.105	0.010	0.283	0.009	0.661	0.025
337	50	2.244	0.098	4.120	0.244	0.220	0.014	-0.112	0.017	0.104	0.010	0.283	0.009	0.663	0.025
338	50	2.228	0.095	4.060	0.241	0.220	0.014	-0.119	0.019	0.104	0.010	0.282	0.009	0.663	0.025
339	50	2.192	0.094	4.060	0.248	0.223	0.013	-0.119	0.019	0.104	0.010	0.282	0.009	0.664	0.026
340	50	2.164	0.088	4.000	0.247	0.222	0.014	-0.122	0.019	0.103	0.010	0.281	0.008	0.664	0.026
341	50	2.148	0.089	3.980	0.248	0.217	0.013	-0.124	0.019	0.103	0.010	0.281	0.009	0.665	0.026
342	50	2.148	0.088	3.980	0.248	0.219	0.013	-0.124	0.019	0.103	0.010	0.281	0.008	0.665	0.026
343	50	2.140	0.089	3.940	0.246	0.217	0.013	-0.126	0.019	0.102	0.010	0.280	0.008	0.667	0.026
344	50	2.128	0.088	3.880	0.255	0.221	0.013	-0.130	0.018	0.102	0.010	0.280	0.008	0.668	0.026
345	50	2.120	0.089	3.860	0.262	0.224	0.013	-0.139	0.020	0.102	0.010	0.279	0.008	0.669	0.026
346	50	2.120	0.092	3.840	0.253	0.224	0.013	-0.139	0.020	0.102	0.010	0.280	0.008	0.667	0.026
347	50	2.132	0.094	3.820	0.250	0.220	0.014	-0.140	0.020	0.101	0.010	0.279	0.008	0.670	0.026
348	50	2.076	0.090	3.740	0.245	0.224	0.013	-0.143	0.019	0.101	0.010	0.278	0.008	0.670	0.026
349	50	2.052	0.091	3.680	0.241	0.224	0.013	-0.145	0.019	0.100	0.010	0.278	0.008	0.671	0.026
350	50	2.048	0.091	3.620	0.227	0.224	0.013	-0.147	0.019	0.100	0.010	0.278	0.008	0.672	0.027
351	50	2.036	0.085	3.560	0.206	0.222	0.013	-0.147	0.019	0.099	0.010	0.277	0.008	0.673	0.027
352	50	2.032	0.086	3.540	0.200	0.222	0.013	-0.147	0.019	0.100	0.010	0.277	0.008	0.673	0.027
353	50	2.016	0.086	3.520	0.198	0.220	0.013	-0.148	0.019	0.099	0.010	0.276	0.008	0.675	0.027
354	50	2.028	0.094	3.520	0.208	0.218	0.013	-0.154	0.020	0.098	0.010	0.275	0.008	0.678	0.027
355	50	2.004	0.091	3.460	0.202	0.221	0.012	-0.162	0.021	0.097	0.010	0.274	0.008	0.680	0.027
356	50	2.000	0.091	3.460	0.202	0.223	0.012	-0.162	0.021	0.096	0.010	0.274	0.008	0.681	0.027
357	50	1.992	0.091	3.440	0.202	0.221	0.012	-0.164	0.021	0.096	0.010	0.274	0.008	0.680	0.027
358	50	1.972	0.091	3.440	0.216	0.222	0.012	-0.170	0.022	0.096	0.010	0.273	0.008	0.680	0.027
359	50	1.956	0.090	3.440	0.216	0.223	0.012	-0.170	0.022	0.095	0.010	0.273	0.008	0.684	0.027
360	50	1.956	0.090	3.460	0.216	0.224	0.012	-0.169	0.022	0.095	0.010	0.272	0.008	0.684	0.027
361	50	1.948	0.086	3.440	0.216	0.225	0.012	-0.170	0.022	0.094	0.010	0.271	0.008	0.686	0.027
362	50	1.908	0.081	3.380	0.204	0.222	0.012	-0.173	0.022	0.093	0.010	0.270	0.008	0.688	0.028
363	50	1.912	0.081	3.380	0.204	0.223	0.012	-0.173	0.022	0.092	0.010	0.269	0.007	0.691	0.027
364	50	1.884	0.077	3.340	0.203	0.221	0.011	-0.174	0.022	0.090	0.010	0.268	0.007	0.695	0.027
365	50	1.880	0.077	3.340	0.203	0.224	0.011	-0.174	0.022	0.089	0.010	0.267	0.007	0.699	0.027
366	50	1.884	0.079	3.340	0.195	0.224	0.011	-0.174	0.022	0.088	0.010	0.267	0.007	0.701	0.027
367	50	1.880	0.079	3.340	0.195	0.223	0.011	-0.174	0.022	0.088	0.010	0.266	0.007	0.701	0.027
368	50	1.868	0.080	3.340	0.195	0.220	0.011	-0.174	0.022	0.087	0.010	0.266	0.007	0.703	0.027
369	50	1.860	0.080	3.300	0.188	0.217	0.011	-0.164	0.021	0.086	0.010	0.265	0.007	0.705	0.027
370	50	1.856	0.081	3.240	0.182	0.215	0.011	-0.177	0.023	0.086	0.010	0.264	0.007	0.705	0.027
371	50	1.852	0.080	3.240	0.182	0.216	0.011	-0.177	0.023	0.086	0.010	0.264	0.007	0.707	0.027
372	50	1.848	0.081	3.240	0.182	0.215	0.011	-0.177	0.023	0.085	0.010	0.264	0.007	0.709	0.027
373	50	1.844	0.080	3.240	0.182	0.210	0.012	-0.178	0.023	0.084	0.010	0.263	0.007	0.710	0.027
374	50	1.812	0.072	3.180	0.173	0.207	0.012	-0.180	0.023	0.083	0.009	0.262	0.007	0.714	0.026
375	50	1.800	0.070	3.120	0.163	0.208	0.012	-0.183	0.022	0.082	0.009	0.261	0.007	0.716	0.026
376	50	1.788	0.071	3.120	0.163	0.206	0.013	-0.183	0.022	0.081	0.009	0.261	0.007	0.717	0.026
377	50	1.776	0.071	3.140	0.164	0.207	0.013	-0.182	0.022	0.081	0.009	0.260	0.007	0.718	0.026
378	50	1.772	0.070	3.100	0.155	0.208	0.013	-0.183	0.022	0.080	0.009	0.259	0.007	0.719	0.026
379	50	1.764	0.070	3.100	0.162	0.208	0.013	-0.189	0.023	0.079	0.009	0.259	0.007	0.720	0.025
380	50	1.760	0.070	3.100	0.162	0.207	0.013	-0.189	0.023	0.079	0.009	0.259	0.007	0.721	0.025
381	50	1.780	0.075	3.120	0.171	0.205	0.013	-0.188	0.023	0.079	0.009	0.258	0.007	0.720	0.025
382	50	1.748	0.073	3.080	0.173	0.205	0.013	-0.180	0.023	0.079	0.009	0.258	0.007	0.722	0.026
383	50	1.748	0.074	3.100	0.177	0.200	0.013	-0.180	0.023	0.078	0.009	0.257	0.007	0.723	0.026
384	50	1.704	0.069	3.020	0.173	0.207	0.013	-0.190	0.023	0.077	0.009	0.257	0.007	0.725	0.025
385	50	1.700	0.069	2.980	0.175	0.208	0.013	-0.203	0.024	0.076	0.008	0.256	0.006	0.726	0.025
386	50	1.672	0.064	2.960	0.167	0.210	0.013	-0.203	0.024	0.077	0.008	0.256	0.006	0.723	0.025
387	50	1.676	0.070	2.980	0.175	0.204	0.013	-0.202	0.024	0.077	0.008	0.255	0.006	0.725	0.025
388	50	1.652	0.064	2.960	0.174	0.205	0.013	-0.204	0.024	0.076	0.008	0.255	0.006	0.728	0.025
389	50	1.628	0.057	2.940	0.165	0.207	0.012	-0.204	0.024	0.075	0.008	0.254	0.006	0.730	0.025
390	50	1.628	0.057	2.940	0.165	0.207	0.012	-0.203	0.024	0.075	0.008	0.254	0.006	0.728	0.025
391	50	1.620	0.056	2.920	0.164	0.208	0.012	-0.205	0.024	0.076	0.008	0.254	0.006	0.726	0.025
392	50	1.608	0.055	2.920	0.164	0.208	0.012	-0.205	0.024	0.075	0.008	0.253	0.006	0.728	0.025
393	50	1.608	0.055	2.900	0.160	0.208	0.012	-0.206	0.024	0.073	0.008	0.253	0.006	0.732	0.024
394	50	1.608	0.056	2.880	0.153	0.207	0.012	-0.207	0.024	0.073	0.008	0.252	0.006	0.734	0.024
395	50	1.600	0.057	2.880	0.153	0.205	0.012	-0.206	0.024	0.072	0.008	0.251	0.006	0.735	0.025
396	50	1.588	0.057	2.840	0.152	0.204	0.011	-0.215	0.024	0.071	0.007	0.251	0.006	0.736	0.024
397	50	1.580	0.057	2.820	0.156	0.204	0.011	-0.205	0.024	0.071	0.008	0.250	0.006	0.738	0.025
398	50	1.576	0.056	2.800	0.151	0.204	0.011	-0.206	0.024	0.071	0.008	0.250	0.006	0.737	0.025
399	50	1.564	0.056	2.780	0.149	0.201	0.011	-0.208	0.024	0.071	0.008	0.250	0.006	0.739	0.024
400	50	1.564	0.056	2.780	0.149	0.202	0.011	-0.208	0.024	0.070	0.007	0.249	0.006	0.741	0.024
401	50	1.564	0.056	2.780	0.149	0.202	0.011	-0.208	0.024	0.068	0.007	0.248	0.006	0.746	0.024
402	50	1.556	0.053	2.760	0.147	0.204	0.011	-0.210	0.024	0.067	0.007	0.247	0.005	0.749	0.023
403	50	1.556	0.053	2.740	0.148	0.204	0.011	-0.217	0.025	0.066	0.007	0.247	0.005	0.750	0.023
404	50	1.552	0.053	2.720	0.146	0.204	0.012	-0.218	0.024	0.067	0.007	0.247	0.005	0.748	0.023
405	50	1.548	0.053	2.720	0.146	0.202	0.012	-0.219	0.025	0.067	0.007	0.247	0.005	0.748	0.023
406	50	1.540	0.052	2.720	0.146	0.201	0.012	-0.219	0.025	0.068	0.007	0.247	0.005	0.743	0.024
407	50	1.536	0.053	2.720	0.146	0.202	0.012	-0.219	0.025	0.068	0.008	0.247	0.005	0.743	0.025
408	50	1.532	0.053	2.720	0.146	0.203	0.012	-0.219	0.025	0.068	0.008	0.247	0.005	0.745	0.025
409	50	1.508	0.055	2.720	0.146	0.199	0.012	-0.219	0.025	0.068	0.008	0.246	0.005	0.745	0.025
410	50	1.512	0.055	2.680	0.144	0.200	0.012	-0.227	0.025	0.067	0.007	0.246	0.005	0.748	0.025
411	50	1.512	0.055	2.680	0.144	0.201	0.012	-0.227	0.025	0.067	0.007	0.246	0.005	0.748	0.025
412	50	1.532	0.059	2.700	0.146	0.200	0.013	-0.226	0.025	0.067	0.007	0.246	0.006	0.749	0.025
413	50	1.528	0.059	2.700	0.146	0.198	0.013	-0.226	0.025	0.067	0.008	0.246	0.006	0.749	0.025
414	50	1.524	0.058	2.700	0.146	0.198	0.013	-0.226	0.025	0.068	0.008	0.246	0.006	0.747	0.026
415	50	1.512	0.059	2.680	0.150	0.193	0.013	-0.216	0.025	0.067	0.008	0.246	0.006	0.749	0.025
416	50	1.508	0.059	2.680	0.150	0.194	0.013	-0.216	0.025	0.066	0.008	0.245	0.006	0.752	0.025
417	50	1.476	0.054	2.620	0.134	0.195	0.013	-0.218	0.025	0.065	0.008	0.244	0.006	0.754	0.025
418	50	1.468	0.053	2.620	0.134	0.196	0.013	-0.218	0.025	0.066	0.008	0.245	0.006	0.752	0.025
419	50	1.468	0.053	2.600	0.134	0.197	0.013	-0.225	0.025	0.064	0.007	0.244	0.006	0.755	0.024
420	50	1.460	0.054	2.580	0.131	0.193	0.014	-0.226	0.025	0.064	0.007	0.243	0.006	0.758	0.025
421	50	1.448	0.053	2.560	0.134	0.193	0.013	-0.216	0.024	0.063	0.007	0.243	0.006	0.759	0.025
422	50	1.428	0.053	2.540	0.135	0.193	0.013	-0.223	0.025	0.062	0.007	0.242	0.005	0.763	0.024
423	50	1.420	0.054	2.500	0.135	0.189	0.014	-0.235	0.026	0.061	0.007	0.242	0.005	0.764	0.024
424	50	1.416	0.054	2.480	0.135	0.188	0.014	-0.242	0.026	0.061	0.007	0.242	0.006	0.765	0.024
425	50	1.408	0.054	2.480	0.135	0.185	0.013	-0.242	0.026	0.060	0.007	0.242	0.006	0.769	0.024
426	50	1.408	0.054	2.460	0.132	0.185	0.014	-0.244	0.026	0.060	0.007	0.242	0.006	0.769	0.024
427	50	1.400	0.053	2.440	0.128	0.187	0.014	-0.246	0.026	0.060	0.007	0.242	0.006	0.771	0.023
428	50	1.392	0.052	2.440	0.128	0.186	0.014	-0.246	0.026	0.059	0.007	0.242	0.005	0.774	0.022
429	50	1.388	0.052	2.440	0.128	0.183	0.014	-0.246	0.026	0.059	0.007	0.242	0.006	0.773	0.022
430	50	1.380	0.054	2.440	0.128	0.181	0.014	-0.246	0.026	0.058	0.007	0.242	0.006	0.777	0.022
431	50	1.376	0.053	2.440	0.128	0.179	0.014	-0.247	0.026	0.057	0.007	0.241	0.006	0.783	0.022
432	50	1.360	0.052	2.420	0.131	0.176	0.014	-0.237	0.026	0.056	0.007	0.241	0.006	0.784	0.022
433	50	1.356	0.052	2.420	0.131	0.174	0.014	-0.237	0.026	0.056	0.007	0.241	0.006	0.785	0.022
434	50	1.348	0.052	2.400	0.131	0.175	0.014	-0.243	0.027	0.057	0.007	0.242	0.006	0.784	0.022
435	50	1.348	0.052	2.380	0.127	0.175	0.014	-0.245	0.026	0.057	0.007	0.241	0.006	0.784	0.022
436	50	1.348	0.052	2.380	0.127	0.175	0.014	-0.245	0.027	0.058	0.007	0.243	0.006	0.783	0.022
437	50	1.344	0.051	2.380	0.127	0.175	0.014	-0.245	0.026	0.058	0.007	0.243	0.006	0.781	0.023
438	50	1.344	0.051	2.360	0.127	0.174	0.014	-0.252	0.027	0.057	0.007	0.243	0.006	0.784	0.022
439	50	1.344	0.051	2.340	0.130	0.175	0.014	-0.242	0.027	0.057	0.007	0.242	0.006	0.785	0.022
440	50	1.336	0.051	2.320	0.135	0.176	0.014	-0.243	0.027	0.057	0.007	0.242	0.006	0.784	0.023
441	50	1.316	0.052	2.300	0.135	0.168	0.014	-0.248	0.027	0.059	0.008	0.243	0.007	0.781	0.024
442	50	1.316	0.052	2.280	0.134	0.168	0.014	-0.255	0.028	0.059	0.008	0.242	0.007	0.781	0.025
443	50	1.308	0.052	2.260	0.136	0.165	0.015	-0.246	0.028	0.057	0.008	0.241	0.007	0.789	0.024
444	50	1.308	0.052	2.260	0.136	0.165	0.015	-0.246	0.028	0.056	0.008	0.241	0.007	0.793	0.024
